Hyb_Signal_GREEN,Assay_Signal_GREEN_maxLigand,Assay_Signal_GREEN_almostMaxLigand,Assay_Signal_RED_maxLigand,Assay_Signal_RED_almostMaxLigand
22368.73879,11607.83333,12003.66667,3916.666667,558.8
19633.82986,8785.666667,10520.83333,3437.833333,508.1666667
35653.38944,24610.83333,26183.33333,4452,683.5
34416.95084,24580.5,25559.83333,2497.833333,388.8333333
37020.51495,28730.66667,28761.83333,1910.6,401.1666667
33386.00114,23807.33333,25246.5,2331.333333,377.1666667
31908.25643,24222.33333,26756.16667,5901.5,785.8333333
32204.05453,25511.5,26083.16667,2342.833333,421.5
33099.53969,27363.33333,28118.16667,1887.5,404.1666667
32962.77719,26987,27429.66667,1924.666667,283
34098.44038,26005.66667,27271.83333,2305.5,403.1666667
33676.77798,25454.16667,26342.16667,2358.333333,341.3333333
35183.00063,27942.33333,28579.33333,2471.333333,380.3333333
34958.85977,26823,27106.33333,3033.333333,480.6666667
32381.69022,23135.66667,25530.66667,2165.166667,317.1666667
32993.98086,24220.66667,27249,2418.5,453.6666667
34357.70226,28085.5,28794,2520.6,354.1666667
34561.70648,27379.16667,28526.83333,2897,447.1666667
30433.45411,22966.5,23682.16667,1859.833333,523.6
33430.18742,26393.5,26325.16667,2193,431.6666667
28837.02095,20326.16667,21754.83333,1810.333333,383.6
28639.72988,20178.66667,21034,2377.833333,467.3333333
28054.02967,18147.16667,20026,2944,326.8333333
23728.70198,11729,13955.5,2837.2,333.6666667
24413.09245,12643.83333,13541,3380.333333,532.6666667
25549.24187,13684,13807.66667,3700.666667,514.4
38414.86656,28412,29831,3035.833333,442.2
36795.33164,27432.33333,28817,2225.333333,340.3333333
38389.74365,32161.16667,30738,1910.166667,281.6666667
35901.90724,29040.5,27472.5,2253,441.1666667
34032.29616,27111.33333,28268.33333,6373.833333,933.3333333
33206.38471,26333.33333,26199.83333,2527.333333,439.3333333
34130.34825,27082.66667,27497.83333,1990,357.3333333
35094.16181,27778.16667,29002.66667,2033.2,368
36089.13064,29029.5,29897.66667,2317.833333,412
36273.63522,29741.83333,30499,2367.666667,314
36560.12196,30499.66667,29989.83333,2122.833333,375.5
35471.16836,28723.16667,28532.16667,3041.833333,398.3333333
34268.4927,26247.33333,27753.66667,2141.333333,351.5
35828.27723,30015.33333,29960.16667,2187.5,325.6666667
35695.43016,30061,29502.16667,2005.166667,360.5
33660.47585,26969.66667,26290,2555,562.1666667
34015.1555,27675.83333,27888.66667,2310.333333,412.5
32397.73264,25570.33333,24028,1818.833333,395.8333333
30849.53042,23159,22299.5,2153.833333,315.6666667
31006.00189,23586,23151.83333,2326,378.8
29774.91947,20135,21027.33333,3059.333333,391.6666667
26935.91221,15012.16667,16706.33333,2948.8,478.1666667
26951.00935,14441.33333,16191.16667,3356.4,503.5
39955.16982,32000.83333,31114.33333,2334.166667,372.5
37991.92065,31440.33333,30161.33333,1969.4,325.1666667
39442.67949,32334.33333,32350.66667,1962,419.1666667
38461.33357,30501.33333,30661.16667,1932.666667,349.6666667
35022.52979,28311.83333,27827.66667,6561.5,859.5
34693.21619,27671.5,28362.5,2606.5,491.8333333
36045.41418,29686,29859.66667,2060.333333,347.6666667
36330.26902,29156.33333,31135.5,2288.833333,358.2
37819.74862,32719,32733.83333,2253.5,411.3333333
37168.66647,30897.33333,31832.83333,2067.166667,362
37169.18793,32774.16667,32060.66667,1923.833333,322.5
37370.616,31743,31343,2967,428.8333333
36348.91465,29952.16667,29867.5,1916.8,352
35914.54482,30161.5,27333.5,1789,385.1666667
35016.77738,27952.83333,28923.83333,2111.166667,372.2
36082.37827,30060.83333,30043.66667,3336,459.8333333
33057.37062,26456.5,25962.66667,1849,387.3333333
33753.16509,26589.83333,27609.16667,2296.666667,396.8333333
32192.01381,25890.83333,25307.83333,2083.4,465
32752.88431,25565.5,24327.5,2247.666667,422.3333333
31406.57252,21987,23292.5,2735.5,426.1666667
28859.48015,16693,19021.66667,3546.333333,490.5
26831.18975,13051.16667,16782,3938.5,1106.5
24669.68714,13015,15014.33333,2271.5,395.1666667
21583.33933,7505,9728.5,1925.333333,389.1666667
18109.19417,10136.66667,11841.83333,2217,331.6666667
5433.121765,1750,2221.5,1521,345.1666667
14304.84095,4226.166667,5434,2130.5,362
19147.37216,7849,10044,3048.833333,607.5
23118.86214,10119.5,13645.83333,2661.833333,437.8333333
13739.32611,5218.333333,6209.5,2827.5,604.3333333
23618.86013,9849.333333,11656.33333,6993.666667,3139.333333
30953.68758,15935.16667,18099.33333,10426.4,2657.8
26936.65065,15479.83333,17571.33333,2346,349.8333333
22208.802,9865.666667,10481.5,2257.333333,359.3333333
18963.91694,9968,12134,1955.666667,318.6666667
11847.19472,4651.166667,5885.166667,1573.666667,382.1666667
13072.26488,4630.333333,5150.833333,1860.333333,333.1666667
19774.03654,9192,12302.83333,2003.2,377
21529.1063,10767.83333,12720.5,2118.333333,316.8333333
11954.54538,5206,6236.666667,1809.5,320.8333333
19934.10133,8793.333333,9657.666667,2894.833333,461.8333333
23677.3778,11272.16667,13324.83333,4060,987
29349.91185,16669.16667,19210.33333,2965,456.6
28755.00406,16990.66667,19389,2097.666667,386.1666667
26928.30185,18962.33333,18795.83333,2065.333333,492
19693.05102,9493.333333,11928.16667,1775.833333,387.6666667
23422.94093,11239.16667,15033.5,1887.166667,294.3333333
27178.60772,17045.83333,19721.83333,2070,338.8333333
27587.38901,17168.16667,19647.66667,1910.333333,329.1666667
18145.5681,7918.5,9975.666667,2009.333333,378
23459.35847,11358,13067.33333,2498.5,364.5
24284.24345,12587.66667,14390.83333,2180,395.6666667
28919.61095,16709.5,19783.33333,2172.666667,419.6666667
30130.39863,18138.83333,20740.33333,2263,521.4
29976.37468,21481.16667,22945,4088.666667,604.1666667
17950.08732,7325.333333,9816.666667,1661,265
23437.84359,12125.66667,15946.83333,1699.666667,357.5
25003.17389,14461.83333,15643.5,2279.333333,316.8333333
23507.31195,11799.66667,14328.16667,2027.666667,343.1666667
9790.836806,4097.833333,5076.5,1731.666667,342
16801.26681,5564.166667,6702,1846.833333,392.3333333
9384.250316,3435,3857.5,1787.833333,329.6666667
16285.95241,5799.166667,7145.5,1982.5,338.5
26330.15617,12598,14165.83333,2314.333333,392
28157.82193,15724.66667,17443.83333,1893.166667,364.6666667
28303.58586,19389.83333,20982.33333,3409,454.2
27077.45948,19061.16667,21309.16667,2262,380.6666667
26341.91872,17996.16667,20195.66667,3835,408.6666667
26918.89074,16822,21244.83333,3506.5,510
19016.91185,10222.5,11942.83333,3302.833333,455.1666667
23567.19634,12411.83333,15480.16667,3419.833333,544.1666667
17886.9446,8371,9832.833333,2970,430.8333333
22799.33673,12744.66667,15408,3851.333333,466.6666667
22578.74432,12476.5,14089.33333,3739.666667,458.5
26795.22676,17426.16667,20597,4123.666667,511.3333333
29798.09714,20594.33333,22064.66667,4364.4,549
30277.87551,22395.5,24357.83333,1547,389.3333333
29038.04392,21487.16667,22862.83333,1802.5,353.1666667
27317.24909,20090.66667,19654.66667,1986.333333,399.5
20876.0625,11491.66667,14275.16667,2315.166667,487.8333333
24279.28492,13573.83333,16711.5,2243.666667,352.3333333
17459.5971,6583.833333,9816.166667,2200.4,359.3333333
21642.20044,11731.83333,14569.83333,2322.5,512
21179.25229,9740.833333,13158.16667,2149.8,402.6666667
23465.67089,13608.5,16388.33333,2858.166667,399
24764.81743,14342.5,18008.83333,2603,484
28733.63096,21483,22591.83333,2464.666667,441.3333333
31221.7863,24336,25836.83333,1683.166667,351.3333333
31343.31613,24774.5,26281.5,1784.666667,344.8333333
25364.46196,16420.16667,19066.5,2029.5,434.1666667
26582.07809,17463,20471.66667,1809.833333,314.6
21787.7674,11605.33333,15650.33333,1942.8,325.8333333
24101.88041,14361.66667,18153.16667,1881.166667,413.1666667
22168.33566,11753.66667,14999.5,1908.2,348
22297.00844,12991.66667,15924.66667,2354.333333,331.5
23787.47767,12873.5,16916.66667,1770.833333,346.8
26436.11521,17577.83333,20497.5,1627.833333,380
28347.10436,20061,22403.83333,1506.833333,374.6666667
32652.36044,26429.5,26086.83333,1580.166667,391.3333333
28967.61849,21558.5,23661.16667,1694.2,356.1666667
27487.05769,18090,21846,1934.833333,341
23573.48378,13027.5,16550.16667,2496.333333,460.1666667
25627.97072,16375.16667,18202.83333,1773.666667,353.1666667
21764.68722,10539.5,14607.83333,2014.333333,302
23135.2687,12506.5,16185.5,1984.666667,450.1666667
24965.4635,13395.33333,16966.33333,1719.5,340
25296.80082,16486.33333,18426.16667,1864.5,387.3333333
27391.71666,19048.5,21691.83333,1847.5,371.8333333
31056.03894,23815.66667,25416.66667,1660.666667,343
28873.03875,21190.33333,22829.16667,1574.833333,577.5
30160.60511,22337,24277.33333,1712.6,350
24094.71315,13304,17772,2821.833333,398.6
25787.45841,14444,19146.33333,2034.166667,391.8333333
20948.19902,8882.666667,13157.33333,2189,350.6666667
22765.12532,10834.33333,14910.66667,2029.833333,372.3333333
25936.62433,13443.16667,18289.33333,1899,336.8333333
26231.11525,16124.83333,19434.66667,2035.333333,331.1666667
25631.959,16512,19744.33333,2065.666667,441.5
29547.20612,21631.16667,23240.83333,1654.666667,422.3333333
29627.39343,21846,24052,1692.5,432.3333333
29545.37019,20292.5,23164.83333,2197,340.1666667
23860.0303,13557.83333,17739.5,1878.4,366.5
24988.09075,13994.5,17936.83333,2861,392
17465.46914,8596.333333,10612.16667,1902.333333,313.1666667
16439.57213,6040,8449.333333,1846,385
22457.75485,12088.5,16007.66667,2050.833333,306.3333333
21580.45447,10289,14260.5,1780.666667,278
17983.75395,6989,11530.83333,1967.5,322
25391.12188,17120.66667,20433.83333,1399.166667,366
24941.39118,15892.33333,19145.33333,1807.8,446.1666667
28556.55453,19725.16667,22004.16667,2010.8,404.5
30037.1581,20306.5,23671.33333,2672.333333,413.4
29991.92136,19533.16667,22500,2784.5,446.6
22614.43632,11695.66667,14516.33333,2059.4,361.6666667
22637.13301,9017.166667,12803.83333,2232.166667,341.8333333
25508.07418,13689.33333,17767.16667,2126.6,404.1666667
25287.85582,13443.83333,17781.5,2041.2,336.3333333
18551.29577,7237.333333,10223,1940.833333,338.5
23503.0292,12904.33333,16802.16667,1500.2,366.8333333
23437.78902,13306.83333,16977.66667,2013,387.6666667
25532.88013,16331.5,19436.66667,1891.333333,381.3333333
31227.19575,21242.66667,24224.16667,2050,387.6666667
30132.52888,20568.66667,22723.5,2146.833333,448.3333333
31049.3239,21928,24367.5,1991.833333,395.8333333
26215.85444,14612.5,19097.66667,2899,345.4
28007.86865,18262,21701.83333,4074.166667,484
27392.07071,18474.66667,20376.5,2860,436.8333333
22612.00363,9728.666667,14745.5,2519.833333,330.5
24855.34695,14631,18061.66667,3229.5,470.6666667
20796.83314,8134.166667,11839.66667,2914.333333,419.5
21547.62007,10352.5,14356,2701,449.5
27169.98824,14450.33333,19159.5,2612,443.8
27972.99112,16441.83333,20643.83333,2683.666667,453.4
30157.49365,21781.66667,23797.66667,2053.6,426.3333333
28263.72175,19267.16667,22449,2110.4,391.6666667
24298.78472,13552.5,16871.66667,2940.166667,533.6666667
26021.07686,16439.83333,20008.83333,2835,473.8333333
18335.1351,6961.333333,11362.66667,1868.666667,256.3333333
20363.80224,10346.66667,13649.5,1677.6,394
11540.37251,3650,5080.333333,1805.333333,289.6666667
10859.51227,4258.666667,5386,1789,399.4
16524.79403,5279.166667,7284.666667,1953.833333,410.1666667
21991.55504,10778.16667,14219.33333,2327.5,351.8333333
26391.83759,14786.66667,19479,1745.333333,419.1666667
31458.09174,24237.83333,25238.33333,2156.166667,399
29857.71177,22143.5,24262.83333,1890.166667,440.3333333
29522.67842,19880.33333,23672.83333,12279.33333,1727
24685.58712,13828.16667,18063.83333,2046,356.5
23581.06132,12333.16667,16669.66667,1811,321.6666667
17413.19101,6635,9740.333333,1718.833333,356.3333333
16192.95447,6401,8911.166667,1858.6,345.8
21043.79668,8241.333333,11423.83333,1838.166667,363.8333333
18878.46567,6686,10578.16667,2151,321.8
25429.90459,14368.66667,17600.5,2145.5,403.1666667
29712.68841,19435,22946,2029.166667,322.8333333
31051.99645,23122.83333,25017.5,2556.6,479.5
32407.97163,22511.33333,25848.33333,11453.5,1526.666667
27829.60547,20382.83333,21139.33333,2125.333333,386.1666667
25920.59347,15492.66667,19222.16667,2278.666667,315.3333333
23701.87291,11832.5,15635.33333,2183.5,431.8333333
22089.91312,9918.333333,14246,1960.2,382.6666667
24932.03918,13676.16667,17317.83333,2211.833333,380.8333333
21655.07185,9317.666667,13307.16667,2152.666667,348.8
24667.33681,14261.83333,17796.83333,2761.833333,328.1666667
29374.23264,19752.33333,21722.33333,1908.333333,444
32332.73122,24339.83333,26726.5,2143.833333,304.1666667
32847.9504,25994.33333,27489.5,1589.5,404.8333333
31786.63104,24748.5,26094.16667,2104.166667,373
29844.7253,21353.5,23984.66667,4634.666667,566
27264.59391,17672.66667,21783.66667,3233.333333,375.5
25717.81822,15473.66667,18879.66667,2770.5,401.3333333
27006.15878,16833.5,20885.66667,2473.333333,522.3333333
22987.12725,11909.33333,14971.5,2834.5,435
24407.80248,14172.83333,17314.5,3318.5,466
27118.80705,15770.83333,19954,2368.166667,341
28893.41051,20209.66667,22523,2205.8,324
29654.55149,21256,23315.16667,2267.833333,457.1666667
31965.41481,25383.5,25081.66667,1482.5,355.8333333
28329.23457,20228.66667,22641.33333,1521.666667,453.8333333
27651.75489,20358.33333,20969.5,1760.666667,404
25210.08065,15577.5,18630.66667,3770,614.5
26264.04747,17790,19407,2124.333333,389.5
22169.17219,11292.16667,15677.83333,1991.666667,429.5
23529.73891,13569.33333,17632,1939.666667,416
23488.97463,13173.16667,17423.33333,2040.5,404.3333333
25192.82481,16976.5,19450.16667,1740.4,332
24515.18786,15346.33333,18287.83333,1980.833333,413.5
31423.41347,24187.5,25820.5,1740.5,349.1666667
26530.23757,17979.5,21119.16667,1462.666667,354.5
26004.43285,16821.33333,20352.5,1574,435.3333333
22385.40061,12082,15871.83333,3183.666667,555
23179.03299,14422.83333,16281.5,2003.2,354
18356.77659,8153.5,11491,1766.8,475
21183.14351,12345,14332,1779.5,356
20693.02454,9765.5,14212,1660.833333,388.8333333
23095.7588,13882,17865.5,1418,373.6666667
21750.41469,13555.33333,15244.5,1568.4,402.6666667
28888.25836,21362,23167.83333,1532.8,349.8333333
32422.19113,25878.5,27340.83333,1524.2,421.3333333
28914.1787,19426,23116.83333,1816.333333,363.1666667
20906.05256,8591,13484.16667,1947.833333,340.6666667
21341.07477,9743.666667,13528,2837,423.6666667
11825.90909,3471.166667,4748.5,1795,246.1666667
15787.27904,4981.166667,8326.5,2078.666667,283.8
16242.19452,5855.5,9429.166667,1692.833333,333.5
17435.91002,6727.166667,10496.16667,1889.8,350.3333333
15604.99598,4985.833333,8713,1874.8,308.6
22263.90755,13391.66667,16632.83333,1599.5,364.8333333
25516.28271,16452.66667,19547.66667,1696,392.3333333
25447.99866,16967.16667,19323.66667,1575.666667,369.8333333
19162.71855,8325.666667,11383,1942.833333,332.8333333
17894.15301,7045.833333,10551.33333,2295,378.3333333
7000.527857,2704.833333,3568.666667,1878.833333,344
9246.839646,3239.166667,4078.666667,2063.5,398.8333333
9840.810764,2691.833333,4425.333333,1575.6,343.4
11913.96358,3776.166667,5492.833333,1609.2,375.2
10774.16047,2432.5,4399,1697.166667,324.5
16851.37066,8767.833333,11264.16667,1465.666667,297.4
20902.00923,11011.33333,15154,1447.333333,369.8
21850.48161,12118,14955.66667,1572,380.6666667
26818.5447,17694.83333,19935.5,1581.666667,304.5
15221.82394,5606.166667,7270.833333,1717.4,364.6666667
8819.399858,3776.666667,4642.833333,2125.166667,315
8140.424913,3250.166667,3931.666667,2181.333333,298.6666667
7508.266098,2427.166667,3096.666667,2120.6,336.3333333
7591.797743,2604.666667,3290.666667,2107.833333,316.6666667
5287.273635,1729.166667,2354.666667,1851,345.6666667
13623.67164,7887.833333,9113.166667,2000.166667,315.8333333
13435.57793,5032.333333,7683.666667,1642.5,335.6666667
13146.77817,4027.833333,6265.333333,2084.75,319.1666667
20942.86821,9761.666667,13334.33333,1790.666667,375.6666667
20704.75935,9635.166667,12910,2347.166667,343
17408.71619,7126.5,8366.5,2746.333333,476.5
16206.69875,6892.5,8448.166667,2955.666667,420.3333333
7666.082465,2672.333333,3497.5,2207.833333,405.1666667
8506.680082,3005.166667,4256.5,2134,333.3333333
6450.692393,2085.666667,2986.333333,2379.333333,401
10801.29179,5325.333333,6916.666667,1771.5,331
7825.333688,2639.666667,3516.333333,1663,313.1666667
7711.002959,2499.5,3493.333333,2204.5,358
10856.21666,3504.666667,5130.5,2041.333333,312.8333333
8849.300268,2774,3413,1683.4,350.1666667
14271.28918,4517.833333,6564.166667,2094.666667,332.3333333
17741.6177,7642.166667,9044.833333,3066.166667,537.8
8346.512153,3070,3710,2264.666667,364.6666667
7091.795415,2611.666667,3394,2173.8,351.6666667
5443.427596,1789,2328.666667,2404.166667,345.1666667
8382.234612,2534.666667,3865.833333,1822,327.6666667
4683.762981,1439,2029,1712.333333,332.3333333
5500.351641,1951.333333,2599.166667,2158.333333,326.8333333
8504.470841,2763.166667,3968,1628.8,324.5
6108.523753,2042.833333,2676.333333,1760.5,318
8551.001815,2568.166667,3771,1970.5,382.1666667
14850.28867,6006.666667,7047.5,2413.666667,450.1666667
14985.71701,6211.333333,7309.666667,2644.166667,526.8333333
11142.36064,4222.333333,4657.833333,2326.333333,384.6666667
10475.47483,3751.833333,4843,2516,472.1666667
9222.141888,3415.166667,4733.5,2087.5,360.5
6577.662405,2348,2951,1857,350.5
9161.874684,3571.5,4096.666667,2361.666667,340.5
10470.83546,3780,5363.166667,1845.166667,377.6666667
9324.51164,3166.333333,3918.833333,2083.833333,353
8488.017282,3129,4301,2252.333333,467.8333333
12641.46007,4560.166667,5824.833333,2554,451.5
16981.85346,6678.333333,7950.166667,2200.166667,358.6666667
11286.22688,4509,5006,2391.2,393.8333333
8611.541864,3136,3761.666667,2270,364
4190.65621,1491,1861,1886.333333,422.8333333
4099.983901,1372.333333,1947.833333,1591.333333,301.8
4287.721157,1311.5,1702,1900,309.5
6051.458412,2077.833333,2841.333333,1802.833333,248
4723.44618,1373.166667,1922.833333,1706.5,295.3333333
4585.604048,1647.5,1880,1896.333333,346.1666667
6280.040325,1979.333333,2719.166667,2432.833333,397.8333333
7594.199771,2342.5,3155.666667,1995.333333,291.8333333
14956.58357,6395.333333,6999.5,2841.833333,514.5
36666.08491,26955.16667,27881,2207.166667,434.5
34654.80342,24953.5,26531.66667,2178.5,372.6666667
35699.59059,24464,26128.83333,2464.333333,354.3333333
32245.11713,22577,24157.83333,1953,431.5
25058.39575,11825.83333,14092.66667,2173,359.3333333
31748.89591,20229.66667,22282.66667,2087.5,387
33691.17981,23146.33333,25585.83333,2290.2,441.8333333
34241.98292,23075.33333,26708.66667,2090.166667,415.3333333
28071.71792,13966.83333,16661.5,2548.166667,457.6666667
31954.37184,18301.16667,20529.16667,3197,516.8333333
32878.56116,20096.16667,23170.5,4232.333333,673.5
35685.12796,24575.16667,25319.83333,3140.4,478.2
35883.27154,23902.16667,26116.16667,3188.833333,518.5
34896.90499,26090.66667,27210.66667,1909.333333,480
34605.45072,24549.5,24500.33333,2144.333333,332.1666667
29236.05106,20491.33333,21510,2232.166667,373.8333333
26775.14161,14370.66667,17810.33333,1707.666667,393.1666667
30073.11825,17680.66667,19264.66667,1886,365
33026.40589,23351.5,24481.33333,1880.333333,299.6666667
33156.00087,21478,25828,1797.166667,343
25386.56858,12335.5,12997,2100.166667,318.3333333
29935.20604,15893.16667,19216.33333,2270.833333,407.2
28890.36281,16570.5,18230.5,2136.5,368.4
31085.87595,18277.16667,20460.83333,2167.5,407.3333333
33972.43083,22169.16667,24121.66667,2307.833333,336.6
35535.7133,25400.5,26973.66667,1857.8,404.3333333
35584.38755,27286,27801,1793.666667,442.5
31429.77853,24750.83333,25142.16667,1999,401.6666667
30549.09628,20887.5,23550.66667,1724.666667,403.5
33304.76069,23825.66667,25147.66667,1715.5,425.1666667
34533.74807,25338.33333,28131.5,1710.833333,350.2
35084.48512,27390.66667,27876.66667,1535.666667,340.3333333
29384.75809,17748.16667,18898.83333,1709.166667,356.6666667
33362.78662,22252,24529.5,1737.166667,332.1666667
29933.97045,18875.16667,20197,1940.5,371.5
33234.64023,22563.33333,23146.83333,1728.8,294.8333333
32729.13628,21429,22483.83333,2123.333333,362.3333333
35232.05023,26123.66667,27590,2073.333333,456
37869.53062,29085.83333,29392.33333,1673.8,412.5
34325.48359,27263,28797.66667,5820,699.6666667
32188.49313,24952.83333,25532.66667,1593.5,422.8333333
34387.27032,27407.33333,27840.16667,1678,334.1666667
35066.96741,27319.83333,28486.33333,1999.6,374.8333333
34218.9328,25446.8,27595,2018.5,402.3333333
26979.35148,15565.83333,17661.33333,1831.333333,458.5
32555.53705,23673.16667,24142.33333,1771,279.5
27019.10784,15349.33333,17037.66667,1788.5,365
31133.3632,19389.16667,21839.16667,1753.666667,378.1666667
31100.7343,19556.16667,21468.5,1983.2,391.5
33551.22368,24341.16667,24431.83333,2049.666667,324.8333333
34411.23272,24609.33333,25808,1929.8,400.4
36169.67886,29164,28903.16667,1944.166667,322.1666667
33468.86245,25219.83333,27176.5,3794.5,602.3333333
33916.42795,26503.5,28605.5,2240,407.8333333
32690.69172,26174.66667,27410.83333,3930.2,480.1666667
33529.30919,26081.83333,27756,5163.166667,588
30320.05674,19968.83333,23997,5950.5,647.3333333
32285.09987,23592.33333,26311,5338.6,594
28970.58539,19154.5,21602.5,5171,651.8333333
30655.97936,20353.66667,24227,5311.833333,603
30283.53018,20959,23240.33333,4950,676.6666667
30992.19942,20983.16667,23295,4993.333333,575.6666667
31605.71327,22935.16667,25586.16667,4697.666667,542.8333333
32554.96962,24088.5,26586,4594.8,532.8333333
32907.68099,25797.66667,27567.33333,4472.5,590.8333333
34322.99763,27577.33333,28860.83333,1579,389.1666667
33549.34493,26282.33333,28369,1642.166667,398.5
33346.36265,26807.5,27760.5,1839.8,383
30054.52269,21985.33333,23525.33333,2675,496.6666667
30589.00915,21629.66667,24397.83333,2437.666667,499.1666667
27173.71615,16483.16667,20200,2803.5,430.8333333
29272.44886,19756.16667,22276.66667,2769.166667,454.5
27604.26709,16590,19714.83333,2706.333333,508.6666667
28564.93825,18279.33333,21723.66667,3191.666667,453
28845.55232,19395.66667,20708.5,2683.833333,401.2
29508.28926,20663,22577.66667,2402.166667,394.2
31000.45735,22719.5,24788,2862.2,459.3333333
34148.74653,27065.5,28909.16667,2144.666667,395.3333333
34388.97068,27647.5,28804.5,1770.666667,317.8333333
33877.37962,26351.16667,28410.83333,1922,399.4
30454.76101,21965.66667,24486.33333,2285.166667,392
31480.73635,24004.16667,25796.66667,1778.2,308.8333333
27632.87701,17049.66667,19976.33333,2094.166667,403.2
29408.75414,19336.5,22484.5,1927.2,412
27105.44302,14695,18327.33333,2158.333333,322.6666667
28245.97664,17652.16667,19936.16667,2279.333333,496.6666667
29610.6789,18606.66667,22076,1699.2,476.8
29337.72313,18457.33333,22609.16667,2078.833333,418.6666667
29598.69634,20788.83333,23053.33333,2308.4,437.3333333
32877.96579,24799.66667,26839,1653,378.1666667
32316.32884,25676,26133.83333,1493.666667,387.6666667
35377.07824,27936.66667,29600.83333,1727.166667,444.3333333
33058.81814,24293.33333,25460,1984.2,335.1666667
32956.16868,23496.66667,26152.83333,1848.5,438.1666667
29986.59044,19492.5,23199,3066.5,474
31242.95889,21001.66667,23291.16667,2182,323.3333333
28976.04814,15413.5,19759.83333,2455.5,363.8333333
29620.06045,17060.33333,20951,2359.5,389.1666667
29696.13794,17536.16667,21472.83333,2123.333333,357.8333333
30650.32738,20816.66667,22600.5,2160.5,413
29335.67661,19234,22145.16667,2082.833333,311
30989.24302,23441.16667,23714.83333,1945.666667,531.8333333
31629.65775,23882.16667,26079.83333,1905,387.6666667
34706.95222,26739.5,29055.33333,1809.8,428
35025.29636,26860.83333,29333.16667,1724.333333,348.3333333
34981.33254,26786.83333,27870.5,2218.833333,315.6666667
32999.10677,23065.66667,25456,3197.166667,501.3333333
33954.32205,24282.33333,27050.33333,2158.333333,466.6666667
32352.97134,19700.33333,22863,2425.4,313.6666667
32584.56317,20050.16667,24033.33333,2575.5,369.8333333
32463.78015,20961.66667,24863.5,1953.166667,411.6666667
33590.83838,23874.66667,26295.5,2000.333333,327
31046.05638,19835.5,23383.83333,2307,357.8333333
30992.55103,21608.66667,24413.83333,2453.4,404.3333333
32103.90073,23091.66667,24919.66667,2202.333333,408.3333333
33854.29715,25143.5,27309.16667,2040.333333,402.6666667
35824.60515,28308.33333,29948.33333,2178.2,351.8333333
36102.75698,29023.33333,29350.83333,2073.666667,338.6666667
33370.84268,24181.33333,27263.16667,2006.833333,387
34274.9551,25229,27334.33333,3374,415.3333333
33314.95036,22678.5,26254,2387,357.5
32478.99964,21452.66667,24099.16667,2339.166667,404.6666667
32716.69413,23729.16667,25627.83333,2202.166667,402.6
33266.93174,22455.16667,26249.16667,2052.4,437.3333333
30677.06866,17687.16667,22264.5,2288.333333,339.5
30915.44693,19339.83333,23933.66667,2335.333333,343
30618.43857,18948.33333,22351,2241.6,359
31015.11691,20813.5,23285.5,1974,338.8333333
33181.46567,23776.83333,25367.66667,2032.833333,472.6666667
33013.81518,23989,26318.83333,1938.5,406.5
35707.89216,28003,29408.16667,2720.4,409.5
34949.60133,26364.66667,29044.33333,2794.6,313.5
34849.23919,25975.83333,27758.66667,2089,371.8333333
33854.96626,25273.5,25938.33333,1964,355
33373.66465,25274.16667,27001.5,1945.25,410.5
33321.63625,24334.66667,25541.33333,1994.5,451.1666667
31716.81017,17622.66667,22491.33333,2105.4,415.3333333
31279.6205,20260.5,23636.16667,2144.5,395.8
30615.12528,16760,20745.83333,2316.666667,439
30055.78133,17901.83333,22272.5,1999.5,374.3333333
32745.16883,21659.33333,24095.5,1976.6,457.5
33988.9463,23533.5,27588.66667,2246.666667,466.8
34814.5846,27251.33333,28926.5,1608.166667,409.8333333
34470.9669,26676,26721.5,2012,462.8333333
35100.23935,27653.33333,29090,1885.333333,500
33673.05118,24827,27161.33333,2334.5,453.5
33290.79957,25604.83333,27078.16667,3674.4,492.1666667
33490.74416,25416.66667,27471.16667,2752,469.3333333
32198.18572,21136.5,23659.83333,3126.5,378.5
30964.53334,19744.33333,23825,2550.333333,401
29925.99795,15833,20840.83333,2444.166667,346.8333333
29032.20198,16590.33333,21399,2212.666667,370.4
30924.35034,21089.83333,22410.16667,2472.833333,393.8333333
30556.55339,18242.33333,22033.16667,2935.5,361.5
34082.88648,24731.33333,27159.66667,3083.5,494.5
35983.37571,27543.66667,28980.83333,2640.833333,378.1666667
34705.01535,27432.83333,28280.83333,2035.833333,469.8333333
33788.48445,26123.5,27175.66667,1913.166667,426.1666667
32541.35188,25393.33333,26838.66667,2660.8,511.5
33100.97096,24903.66667,27835.5,3576.833333,614
30549.23161,20521,23277.5,1988.666667,292.3333333
30446.85468,20502,22721.33333,1585.166667,391.2
29061.6413,16090,19691,2048.666667,380.5
27277.56029,15396.83333,19235.5,1755.8,362.5
29821.54561,18548.5,22334.5,2101.166667,336.3333333
28036.83183,14848.5,19185,2178,406
29619.84174,19290.66667,21897.33333,2047.4,395.1666667
32394.7663,23418.66667,25642,1895.666667,379.5
34599.39453,26631,28372,1819.833333,442.1666667
36063.3297,30122.83333,30115,2138.833333,450.8333333
34217.6615,28051,28570.5,1970.666667,418.25
35096.58231,25714,29124.33333,12275.33333,1713
33336.91939,25639.16667,27837.66667,1918.333333,344.3333333
33183.70344,24945.5,27431.33333,1811.333333,455.5
31822.78378,22888.5,25107.5,2304.166667,382.6666667
32156.84339,23703.33333,25902.33333,1900,366.6666667
