10.12.1,,10.12.2,,10.11,,10.1,,10.9,
Baseline,Ligand,Baseline,Ligand,Baseline,Ligand,Baseline,Ligand,Baseline,Ligand
0.866509214,0.624262849,0.966291876,0.597017372,1.081143642,0.886846671,0.896202667,0.771345509,0.92680292,0.758724404
0.838321903,0.597091978,0.946423345,0.639942023,0.919523315,0.732031088,0.819545626,0.596408636,0.873755242,0.713772568
0.823388658,0.488102281,1.065158655,0.554222953,0.81329951,0.686973273,0.767562656,0.507817685,0.872443096,0.701077198
0.772272146,0.460402956,1.067134125,0.514700289,0.738990658,0.538363056,0.659586646,0.407259991,0.79468696,0.624398862
0.739559145,0.416454033,1.072792818,0.481923694,0.69632811,0.526300852,0.650942116,0.370230907,0.729018176,0.546300971
0.780182446,0.53165145,1.062743882,0.540909122,0.738299311,0.569582724,0.68511634,0.486195558,0.745400664,0.572220649
0.763855777,0.388363957,1.039717638,0.416967855,0.748275409,0.49409421,0.712357707,0.415375206,0.770990911,0.521809171
0.82006671,0.379557422,0.982856582,0.43864549,0.791234866,0.469905783,0.73948558,0.358561783,0.789244626,0.53464316
0.796592645,0.352773439,1.004385231,0.425998312,0.795810299,0.525325787,0.695438125,0.43482411,0.810114868,0.562371166
0.772508712,0.374591879,1.162724761,0.457558271,0.768246978,0.560544295,0.682480188,0.431424159,0.778302756,0.568943555
0.787618898,0.407393015,1.123463743,0.484870123,0.804695312,0.567937139,0.731982178,0.483640943,0.798846493,0.588964484
0.900460692,0.501843682,0.949803204,0.478948657,0.872066904,0.662806436,0.806686056,0.502581745,0.876904676,0.677756022
1.034285923,0.805514272,0.898330732,0.783939078,1.004839908,0.86644401,0.903007007,0.728462536,1.054758642,0.88475038
1.120012312,0.90920741,0.904463187,0.740878808,1.168842666,1.090494992,1.049455764,1.009806586,1.441206232,1.36413026
0.975962908,0.814171487,0.865178773,0.780519935,1.114626285,0.980264191,0.950074291,0.800931868,1.277409562,1.087272972
0.890902329,0.651652758,0.884348506,0.667002312,1.014590601,0.931497277,0.845031716,0.679937817,1.18018603,1.135875561
0.781293842,0.62671166,1.027658738,0.601195017,1.041488816,0.886040163,0.964175067,0.758757218,1.062798071,0.950194829
0.766064178,0.605575424,1.14019128,0.740402424,0.915112467,0.804775775,0.815859633,0.631027677,1.001545333,0.893803892
0.829002618,0.698862043,0.971718306,0.714253967,0.974213071,0.886291056,0.829173829,0.710166199,1.020289898,0.936988482
0.841989086,0.708312516,0.910635658,0.835150465,1.016626399,0.921939104,0.863377264,0.753264616,1.103287381,1.024614129
0.872557142,0.742035598,0.898544675,0.715443541,1.099313237,1.022741481,0.948562075,0.770762157,1.316799322,1.157951125
0.886502039,0.741987378,0.998383896,0.753461077,1.020401659,0.883919276,0.929194796,0.817783946,1.03333029,0.942926196
0.816982768,0.550230101,0.998753903,0.596537662,0.936234699,0.757941414,0.826964599,0.6243928,0.920315092,0.720617551
0.774074318,0.50135302,1.070679301,0.534343389,0.889092087,0.658136139,0.782407158,0.60186358,0.871397109,0.696927745
0.752443697,0.452599737,1.059301927,0.473400985,0.797501984,0.556543578,0.726345127,0.473491529,0.819504162,0.621029113
0.772130734,0.529393702,1.1557099,0.621741835,0.778365872,0.636532084,0.720599205,0.539549289,0.748370357,0.615901086
0.789551055,0.542868055,1.05823405,0.584163117,0.767859129,0.605031627,0.738351718,0.520456905,0.759370235,0.568035403
0.778632324,0.53206971,1.063379275,0.604667753,0.82190239,0.676274926,0.74103923,0.559056179,0.77712894,0.636636877
0.782688925,0.488532916,1.026461535,0.560944195,0.811416941,0.625795827,0.755397496,0.573077564,0.794342651,0.61003572
0.780012668,0.426282459,1.015243237,0.536660499,0.796897817,0.529286307,0.7386028,0.465248489,0.786580835,0.526991689
0.716704794,0.442079344,1.202627474,0.543063601,0.80841557,0.658501087,0.763712341,0.607938867,0.857247512,0.648387626
0.800270925,0.525910435,1.106860786,0.619857757,0.804157208,0.636346917,0.771358271,0.556712658,0.802871957,0.635426605
0.876930329,0.54367796,1.024485005,0.601280097,0.881843786,0.662049273,0.831583574,0.541965059,0.86397826,0.660821734
0.942657139,0.715415456,0.911416434,0.625321991,0.911557502,0.725198603,0.857678085,0.664433221,0.932758111,0.723841453
1.084209616,0.807989063,0.923215436,0.670401641,1.034469545,0.870572213,0.935522279,0.811923737,1.087575492,0.973977787
0.942539161,0.77267428,0.860039826,0.698014111,1.083652602,0.976822389,0.885130748,0.793038336,1.264898919,1.141319639
0.931867492,0.762283757,0.941752707,0.753193038,1.032014361,0.942921907,0.89014972,0.797317296,1.199710704,1.058441874
0.855177473,0.696729044,1.081646768,0.762829473,0.858121218,0.739710976,0.771449036,0.640288937,0.980770334,0.870109307
0.818658679,0.678223179,1.149990845,0.815386045,0.856814672,0.798566839,0.721173559,0.599353687,0.984374477,0.900149501
0.795417272,0.651924721,1.028218319,0.766065401,0.910207098,0.799633455,0.780713918,0.662774049,0.931229384,0.860962802
0.85360304,0.659183852,0.983489271,0.744506236,0.925943724,0.790939537,0.818556659,0.701865691,0.959952003,0.875006467
0.870917987,0.756514945,0.901401293,0.827512626,0.98695559,0.924185989,0.849134309,0.698865794,1.060083938,0.976075795
0.82190333,0.610144866,0.983572175,0.647761913,0.965562655,0.806033655,0.877562549,0.74873959,0.922170648,0.810537255
0.793605083,0.525696301,1.110895175,0.587561702,0.885926663,0.625536214,0.795633842,0.545228946,0.863926751,0.667787083
0.773530608,0.506739015,1.105313619,0.533101771,0.827508075,0.554709346,0.765299235,0.51036419,0.806198017,0.591689096
0.779676788,0.54873382,1.047391414,0.647916518,0.778208076,0.628144121,0.743538031,0.548248788,0.79370786,0.625181958
0.810455478,0.623585071,1.031881997,0.682566591,0.776040009,0.639817304,0.726947894,0.613552133,0.79788342,0.649192863
0.767248169,0.545181206,1.07429214,0.652532242,0.769573753,0.629939777,0.689532879,0.575090527,0.745756026,0.645622019
0.744087335,0.582760905,1.077654603,0.688699319,0.811059312,0.720087429,0.770001879,0.662624852,0.80977184,0.734304735
0.768183418,0.563761883,1.057125696,0.667341991,0.759553877,0.655216911,0.727969665,0.590935318,0.790995168,0.655500043
0.734458082,0.544807943,1.121949737,0.676687375,0.759682023,0.699564705,0.740544212,0.639180471,0.770211968,0.689650121
0.808281906,0.603218605,1.03521869,0.695235081,0.844886679,0.726185103,0.789416353,0.640716455,0.822064508,0.700396458
0.852604725,0.59260116,1.034817604,0.626725215,0.849099197,0.704928974,0.795496092,0.630306822,0.852994452,0.712380116
0.932106303,0.652898062,1.041543909,0.651843844,0.866478988,0.713732344,0.802309616,0.640201721,0.888867288,0.748478532
0.91160232,0.663976219,0.990846996,0.709355143,0.942112121,0.815713807,0.860602179,0.669405978,0.995167088,0.821055028
0.926749017,0.745352115,0.90510117,0.732222756,1.019935808,0.8781671,0.970231282,0.807558921,1.066444743,0.919365276
0.902504897,0.722530204,0.916530871,0.684554407,1.07213267,0.944580079,0.899098719,0.719921195,1.177788503,1.037690809
0.959944735,0.776743645,1.038340651,0.886036765,0.971588519,0.892893595,0.892639345,0.699456972,1.032735126,0.933048264
0.804316344,0.681381547,1.154750526,0.809786184,0.826450319,0.720225516,0.736483647,0.618570952,0.879961904,0.822620092
0.822390015,0.64125733,1.030813084,0.70217003,0.943047821,0.828941908,0.861423526,0.699315809,0.960444567,0.865751992
0.888751523,0.717474158,0.986909462,0.838547958,0.999682942,0.884088847,0.863049923,0.748351693,0.915391688,0.823618101
0.838459988,0.722115298,1.037482598,0.815313394,0.911268945,0.847233298,0.824555501,0.678866427,0.929527775,0.847598046
0.783250777,0.522446505,1.073244363,0.581141795,0.938570397,0.702345869,0.856619632,0.661310153,0.883378736,0.715774483
0.779233245,0.497736077,1.118795421,0.527129059,0.802491481,0.604212103,0.789418334,0.510378229,0.822310218,0.618537973
0.814082021,0.510158578,1.0732724,0.617983573,0.855959069,0.656836501,0.83526795,0.581664301,0.822711446,0.603271781
0.835719037,0.624504344,1.061004441,0.728487907,0.774008368,0.674135827,0.760807375,0.600166053,0.763167278,0.609524909
0.751049209,0.613214695,1.086507247,0.666157016,0.808517282,0.715457367,0.760617199,0.655008146,0.782248364,0.689456655
0.804228961,0.595864935,1.074152778,0.739863566,0.792596465,0.740757299,0.768866692,0.619941574,0.839622614,0.767553079
0.802615747,0.638741724,1.016654995,0.739492634,0.800971191,0.753444648,0.7613115,0.691471007,0.806389363,0.752178035
0.817028809,0.661081242,1.01602239,0.77455212,0.763984579,0.77536308,0.764886377,0.748383285,0.814159611,0.739710891
0.824238662,0.659803894,1.030696817,0.760109979,0.818478723,0.72901712,0.83317321,0.710684965,0.872940375,0.733486628
0.83653945,0.676082268,0.999431534,0.770491518,0.841519803,0.73586493,0.816802147,0.681388562,0.857309153,0.729364719
0.895194086,0.662091704,1.005219844,0.757250129,0.863354452,0.728947359,0.820903304,0.714687784,0.862386943,0.723435665
0.838610963,0.668261314,1.022332125,0.803430838,0.889481097,0.750983633,0.835039006,0.700441532,0.83886005,0.750169393
0.91062791,0.754043953,1.005783449,0.83465014,0.93576559,0.827245284,0.844962017,0.740509576,0.963500568,0.836628278
0.891286319,0.777260279,1.10004591,0.858206674,0.999583416,0.825773742,0.890524495,0.768065181,0.976275934,0.845037668
0.853696894,0.686995105,0.993313278,0.735968594,0.990250723,0.850612885,0.852921834,0.707970498,1.064274053,0.905985289
0.833328781,0.73242224,1.136565977,0.861922047,0.932746612,0.864542313,0.865524577,0.720152806,0.976075605,0.863231315
0.836633166,0.71539737,1.045264234,0.717714683,0.862723519,0.788156985,0.770870565,0.682693234,0.909122644,0.811707883
0.875609813,0.737223237,0.996054906,0.821901877,0.958164426,0.881013088,0.859451734,0.716182778,0.948987394,0.854638838
0.850286206,0.762423534,0.967166255,0.841590857,0.921497781,0.844190353,0.835941653,0.760515739,0.910790707,0.818736481
0.803188373,0.498861013,1.078289551,0.570624186,0.880421529,0.656188364,0.843109332,0.585612008,0.919867334,0.683923101
0.805839333,0.474290655,1.057551001,0.606967691,0.833899454,0.631832251,0.802360435,0.564651625,0.80341401,0.592977631
0.824488341,0.605338514,0.92569097,0.710184504,0.85362631,0.67525733,0.826652113,0.635686423,0.804364429,0.641358271
0.766552023,0.618840539,1.014882688,0.756711836,0.795868464,0.716825389,0.795731073,0.663837556,0.81451065,0.681299956
0.831987957,0.640643247,1.051899869,0.766336812,0.825816512,0.769789169,0.79826973,0.744244504,0.82025729,0.759677389
0.77144577,0.67625732,1.018980484,0.791553101,0.806404964,0.777190303,0.757174408,0.721722152,0.828089017,0.751311988
0.853322589,0.772824082,0.933032141,0.821411648,0.851494251,0.851478147,0.869201955,0.852803177,0.855777784,0.815424529
0.851569121,0.684793128,1.054249401,0.835543129,0.820208454,0.764842442,0.793126116,0.732832606,0.889478712,0.759911626
0.890051727,0.69318693,1.028018367,0.795913792,0.864694958,0.765857281,0.836177369,0.748186265,0.883177594,0.77579423
0.938394753,0.738144442,1.004122843,0.820692434,0.90943043,0.797205228,0.850407892,0.81652125,0.860687383,0.775333174
0.858521552,0.710041679,1.013219917,0.8396643,0.84548195,0.78338506,0.896846556,0.76236964,0.912266325,0.777650176
0.913669776,0.755940857,1.001249117,0.815426946,0.903289351,0.801637088,0.855299277,0.751329939,0.92971425,0.821230938
0.91404773,0.774946694,0.99007766,0.83485043,0.946045365,0.850429579,0.861433845,0.758193192,0.93803902,0.813793785
0.85407903,0.690952034,1.010825323,0.783241353,0.985646425,0.87301793,0.866530888,0.732105821,1.018600042,0.892290993
0.868320667,0.724419157,0.9789588,0.861950665,0.893267412,0.804829825,0.793976217,0.68905156,0.926054848,0.869500875
0.82880556,0.698980887,0.992424008,0.796522023,0.958039884,0.873434573,0.86861891,0.775211082,0.97265299,0.866334582
0.861396761,0.715565381,0.990910236,0.762506027,0.956319544,0.87408394,0.844818369,0.7559327,0.911152674,0.780486783
0.895621494,0.710806499,0.978778954,0.806201645,0.938913338,0.878045342,0.858852855,0.746987129,0.962946028,0.813170764
0.848189432,0.521962739,1.012776832,0.62256969,0.889808558,0.706110681,0.888683063,0.636943812,0.939567021,0.698699155
0.882401979,0.587147744,1.044221217,0.679335124,0.860775681,0.72854822,0.814040116,0.629084722,0.834860559,0.681160187
0.872761836,0.548335455,1.0475156,0.701760932,0.849454784,0.743149165,0.820535153,0.705312966,0.81915929,0.717933597
0.852810867,0.656950801,1.044177395,0.834307136,0.820636032,0.758946828,0.810569643,0.691808417,0.84651164,0.729849713
0.851015569,0.704902464,1.025202325,0.785090334,0.886398539,0.815584176,0.801499449,0.755037174,0.851669309,0.746065736
0.82403112,0.768257369,0.943183765,0.84916002,0.862924411,0.863192189,0.841527953,0.835094073,0.886194307,0.780556502
0.852064545,0.747541033,0.998346252,0.868689349,0.890426478,0.840692888,0.849376235,0.833388964,0.890118272,0.81761376
0.883591118,0.765189588,0.93924485,0.832318875,0.863088279,0.80813692,0.826630257,0.763002558,0.8653472,0.75692858
0.863778315,0.779857046,0.954802391,0.879901659,0.859356829,0.835105273,0.880161839,0.790912297,0.920383735,0.808878403
0.8767405,0.748145677,0.93506088,0.839644216,0.865924221,0.814625838,0.889028257,0.819640414,0.902813294,0.804786478
0.897586736,0.793879951,0.941954725,0.859162084,0.888140609,0.836520889,0.84283546,0.788696839,0.885855046,0.78255204
0.873944671,0.775416292,0.941620183,0.856135253,0.908522261,0.814013052,0.834539209,0.775870693,0.896003156,0.816957307
0.869832437,0.772034968,1.063628086,0.848384321,0.950249616,0.861149961,0.884087136,0.774166192,0.90838009,0.854681523
0.82208809,0.66563339,1.008642068,0.801510215,0.903715671,0.841100668,0.814832232,0.702927304,0.969431078,0.86000252
0.866756132,0.722232068,0.99572876,0.839307227,0.886351155,0.80752163,0.850555,0.755571393,0.953890786,0.822366984
0.92412809,0.815746886,0.988012201,0.861335469,0.906545336,0.852335701,0.864770312,0.756589542,0.936902277,0.873136074
0.884284405,0.769236498,1.013269937,0.880950155,0.942736145,0.890098105,0.877351983,0.783790551,0.930672316,0.795013569
0.843569685,0.618153538,1.000847198,0.722733018,0.926497957,0.738356444,0.856810061,0.70352556,0.899901452,0.679076848
0.861207385,0.577924394,1.015777732,0.718911994,0.844530021,0.737250822,0.801214524,0.679872449,0.877257448,0.704322345
0.850841779,0.663905575,1.015208506,0.816915014,0.886052045,0.79299413,0.814989726,0.750327915,0.883239103,0.75720143
0.83730664,0.726866539,0.970914566,0.852215928,0.88546583,0.797401753,0.801584956,0.761921581,0.835722018,0.723714207
0.903644956,0.801461648,0.950808867,0.847970574,0.892170132,0.881162027,0.835453634,0.849441152,0.848963515,0.826008115
0.822765945,0.740786747,1.006773813,0.893773,0.86143337,0.830777565,0.843783718,0.810969128,0.879294724,0.795237906
0.895745545,0.83788986,0.926292099,0.866865757,0.898240009,0.834833362,0.867074961,0.815253882,0.938660191,0.822577552
0.96273116,0.815976359,0.965038315,0.88962397,0.914759528,0.859782893,0.894919847,0.83796349,0.932521908,0.833558644
0.914391374,0.792585078,0.968323708,0.86864826,0.89001596,0.849212987,0.854058952,0.837125737,0.812015493,0.781883156
0.877088308,0.823325634,0.944217868,0.869817365,0.8946078,0.857939239,0.893640687,0.806019446,0.93646353,0.847954179
0.921389831,0.833272648,0.97343903,0.879730618,0.911036703,0.859765037,0.911747861,0.820465156,0.92491841,0.812588093
0.872495478,0.780022539,0.962081928,0.862759274,0.878392509,0.827437169,0.857954265,0.828364481,0.923037139,0.819895009
0.851680301,0.744871207,0.971521984,0.837644695,0.884120189,0.83393947,0.836429344,0.768590226,0.913506515,0.780409318
0.861914365,0.780591973,0.972459909,0.888312873,0.948432636,0.85095585,0.846431147,0.761440881,0.920191641,0.802765439
0.871707465,0.72770238,0.988005265,0.82654665,0.932970128,0.866981835,0.857966599,0.767132021,0.952100661,0.846850467
0.879232604,0.842135622,0.973169452,0.899571015,0.977529972,0.903016145,0.891660191,0.780954838,0.940854056,0.869985994
0.866922183,0.579520947,1.008158066,0.684913274,0.975653728,0.921142559,0.938215017,0.795156375,1.070094377,0.89772822
0.816771864,0.670567567,0.971973604,0.810295471,1.073880947,0.902134615,1.002545281,0.626475459,1.190426974,0.892225328
