10.12.1,,10.12.2,,10.11,,10.1,,10.9,
Baseline,Ligand,Baseline,Ligand,Baseline,Ligand,Baseline,Ligand,Baseline,Ligand
0.919548386,0.712727754,0.980531668,0.794335354,1.110243786,0.9516477,0.802558434,0.657475533,1.24639926,0.943443506
0.86602774,0.819053979,0.986700028,0.873634525,NaN,NaN,NaN,NaN,NaN,NaN
0.872944315,0.789144006,1.004476405,0.880087735,NaN,NaN,NaN,NaN,NaN,NaN
0.935709953,0.773947034,1.01629751,0.866195003,NaN,NaN,NaN,NaN,NaN,NaN
0.970033214,0.874655084,0.971822302,0.90399467,0.801030243,0.425980579,0.637891223,0.337487397,0.680446535,0.382818972
0.924147158,0.856263453,0.949255087,0.892418577,0.594253369,0.363943319,0.636453003,0.306352167,0.675855568,0.485712893
0.914959536,0.834636525,0.963375151,0.931307255,NaN,NaN,NaN,NaN,NaN,NaN
0.999889763,0.85300584,0.950306674,0.882729761,NaN,NaN,NaN,NaN,NaN,NaN
0.911143919,0.855696045,0.956931933,0.921929539,NaN,NaN,NaN,NaN,NaN,NaN
0.872995072,0.750805637,0.977031123,0.891295885,NaN,NaN,NaN,NaN,NaN,NaN
0.900767604,0.784928241,0.944790459,0.888387306,NaN,NaN,NaN,NaN,NaN,NaN
0.895468826,0.74097796,0.929453015,0.872235282,NaN,NaN,NaN,NaN,NaN,NaN
0.903813416,0.832013111,0.936669688,0.890469347,NaN,NaN,NaN,NaN,NaN,NaN
0.835707872,0.696978026,0.941739662,0.798470652,NaN,NaN,NaN,NaN,NaN,NaN
0.915708769,0.70979434,0.975178574,0.800109976,NaN,NaN,NaN,NaN,NaN,NaN
0.953289701,0.771225172,1.002345881,0.868882522,0.904977027,0.797432699,0.800545123,0.676546339,0.887879535,0.713357045
0.887088034,0.803173723,0.913063153,0.836219542,0.861507014,0.7843474,0.742061364,0.654042242,0.955412452,0.732043218
0.959129035,0.870704817,0.943141934,0.874377561,0.964845738,0.860597544,0.740185839,0.642344691,0.969423393,0.853115167
0.974956915,0.862380744,0.969034384,0.902173095,0.883894995,0.86140206,0.676362769,0.49541531,0.998734873,0.914715184
0.949698942,0.877668093,0.992056719,0.924767074,1.037440498,0.913617489,1.001424426,0.781229123,0.958860904,0.769489138
1.025820211,0.863455959,0.960735969,0.896748493,NaN,NaN,NaN,NaN,NaN,NaN
0.983365494,0.856710902,0.971488597,0.920004332,NaN,NaN,NaN,NaN,0.923458927,0.568786581
0.963647953,0.854447235,0.954619216,0.896135741,NaN,NaN,NaN,NaN,0.956937208,0.656977832
0.910490852,0.824344298,0.93126391,0.911145794,1.166352849,0.88916568,0.847683403,0.661900692,1.225100118,0.862629672
0.915055586,0.783431296,0.979245716,0.901080906,0.979325145,0.969265887,1.004798472,0.894359397,1.141852734,0.932381386
0.911771145,0.797912673,0.902898868,0.904875723,1.03890597,0.912838619,0.915160725,0.611785183,1.302803165,0.981833686
0.879153312,0.861457012,0.958993189,0.886448575,1.018323291,0.930915794,0.881663434,0.738589731,1.068140008,0.895211781
0.86596009,0.690875806,0.976827506,0.836062219,0.753282462,0.545103525,0.645132475,0.504045242,0.792081068,0.536824012
0.886263249,0.813363112,0.969354845,0.878636856,0.791931938,0.480585523,0.583329917,0.397503238,0.754673177,0.463315959
0.851999373,0.782741296,1.023503348,0.909085151,0.749896383,0.392924092,0.602774989,0.332246988,0.776242421,0.451423487
0.954953184,0.845224599,1.009511651,0.915667117,0.752349143,0.386465004,0.620235127,0.299961115,0.64146317,0.372854682
0.920424686,0.905341488,0.965279499,0.965554489,0.666312819,0.364275788,0.560638361,0.290101428,0.792091534,0.456490403
0.918239937,0.870096328,0.963191574,0.938304701,0.766007235,0.410839803,0.709052425,0.388453489,0.735065948,0.45480422
0.948028121,0.881330995,0.943411155,0.893129868,0.829969955,0.278230295,0.711961775,0.251202752,0.80910188,0.313226881
0.984810723,0.895368125,0.989708374,0.940477504,NaN,NaN,NaN,NaN,NaN,NaN
0.969530275,0.864261002,0.974145785,0.938635899,NaN,NaN,NaN,NaN,NaN,NaN
0.933173457,0.857101577,0.978365998,0.906896551,NaN,NaN,NaN,NaN,NaN,NaN
0.957500604,0.835343056,0.96689657,0.892820965,NaN,NaN,NaN,NaN,NaN,NaN
0.9651524,0.864204152,0.924939134,0.939036492,NaN,NaN,NaN,NaN,NaN,NaN
0.894828944,0.800602021,0.988121419,0.940134239,0.792602226,0.726080355,0.662079777,0.604490048,0.884508306,0.68854355
0.92438905,0.791689337,0.999689286,0.871235834,0.917896688,0.815604212,0.857919326,0.778942608,1.004931731,0.792002244
0.903620484,0.853180253,1.010523907,0.896534061,0.88587687,0.823980201,0.870607253,0.7091905,1.005382099,0.80077932
0.92022841,0.85868658,0.978175086,0.918944039,0.673009385,0.637002724,0.510071911,0.442451477,0.742041721,0.6927971
0.939007667,0.872234139,1.009975931,0.94251431,0.782812563,0.746818817,0.685910153,0.473913567,0.882984288,0.795054281
0.933984435,0.865693112,0.990818011,0.959275072,0.855566821,0.784838796,0.633226107,0.46111062,0.931593207,0.888454215
0.933851559,0.862806434,0.969273091,0.935180558,1.117090334,0.895006675,0.817277004,0.782499816,1.054441783,0.799868436
0.954066075,0.902343804,0.984232966,0.956518545,1.048503947,0.882210723,1.024838643,0.766143693,1.310470633,1.03075478
0.945173897,0.903111761,0.993212074,0.962755811,1.05187424,0.963830126,0.967189335,0.842323334,1.089078087,0.882465401
0.942540454,0.873056626,0.967254575,0.929368617,1.071796152,0.826822537,0.924258938,0.806785527,1.121659547,0.853963288
0.934859591,0.871745239,0.974581737,0.956377738,0.953644723,0.9564203,0.899380862,0.889054537,1.072091356,1.002995748
0.944453288,0.882228893,0.993171599,0.92210689,1.03331381,0.901496142,0.90844907,0.644291603,1.149635552,0.860781412
0.993877996,0.866862223,0.962355092,0.8932877,0.828800751,0.675322426,0.807681309,0.549953233,0.881487889,0.578055986
0.93889968,0.80428434,1.001605767,0.905937623,0.667306084,0.417590592,0.529350678,0.239274052,0.661848864,0.44417787
0.961553532,0.878988573,0.967447275,0.898540129,0.591713095,0.355806618,0.493185099,0.283636346,0.656869364,0.396184675
0.947497069,0.885651093,0.988206229,0.937263076,0.631618135,0.308818282,0.590138106,0.269102902,0.653182172,0.358715551
0.975784558,0.872175429,1.013713306,0.90463669,0.561031911,0.370597036,0.540558546,0.25116457,0.625129118,0.377055224
0.931363584,0.884122012,0.999871812,0.949821628,0.647920723,0.287626812,0.626734983,0.210942537,0.716633008,0.345779769
0.958189889,0.913317884,0.997033107,0.952177148,0.78848613,0.309902222,0.631124405,0.219096579,0.719528445,0.306451822
0.920115474,0.905204151,0.979600923,0.934310781,0.802774696,0.295368968,0.742993981,0.283661561,0.776230801,0.317092873
0.946490557,0.888506262,0.979324958,0.918603084,0.951232882,0.457510635,0.7491466,0.393242192,0.760324728,0.377686377
0.923492419,0.890477652,0.919940504,0.926109091,NaN,NaN,NaN,NaN,NaN,NaN
0.967670399,0.911554938,0.988581099,0.950938321,NaN,NaN,NaN,NaN,NaN,NaN
0.981635594,0.936619364,0.979218159,0.948147365,NaN,NaN,NaN,NaN,0.552950419,0.398825337
0.944697631,0.821784042,1.024111588,0.896677888,0.829077004,0.802555764,0.858534959,0.680413802,0.954605208,0.767417975
0.933176191,0.831933453,1.027359877,0.923893654,0.973766863,0.796484088,0.774759879,0.668352587,0.991200027,0.894015953
0.934901769,0.916743477,1.007221403,0.959391534,0.956506194,0.80480235,0.859423773,0.625331874,1.056794707,0.879901338
0.922308694,0.907901376,1.001549003,0.953048383,0.644489077,0.55362528,0.452916355,0.433723126,0.781062549,0.664047833
0.946609437,0.906966458,0.984155886,0.972755902,0.690422887,0.622744233,0.574233464,0.448284468,0.769805193,0.66895666
0.95591999,0.893930666,0.995770234,0.970401273,0.676513172,0.637270335,0.493072592,0.447792089,0.771520227,0.718097304
0.930374947,0.874957403,1.007854093,0.934956793,0.870407524,0.93515307,0.729983307,0.457730788,1.03108651,1.045228239
0.967402446,0.939275129,0.984726288,0.961260036,0.940550063,0.818078714,0.729758003,0.60717266,1.045288199,0.994293718
0.965467526,0.910231413,0.965603244,0.927764417,1.115956207,1.006987247,0.922007146,0.767034231,1.295047113,1.109227065
0.968126793,0.927836261,0.997816602,0.973640577,1.143878135,1.007676771,1.024834509,0.821490528,1.042660213,0.916612639
0.965194452,0.913240513,0.981837412,0.901573316,0.950599503,0.919088687,0.900743271,0.87702415,1.102022905,0.922601155
0.94823055,0.880848716,1.011811188,0.936730913,0.798684941,0.683746732,0.72878458,0.440008574,0.873948879,0.596933131
0.948868757,0.915825499,1.004810271,0.963354215,0.821975785,0.636345809,0.693806355,0.498028348,0.819012541,0.543458033
0.941422069,0.912877538,0.984019565,0.948250383,0.687389458,0.421054211,0.626526474,0.32528586,0.717052084,0.446021639
0.955029716,0.897730352,1.012692556,0.971915759,0.625759645,0.429393737,0.532023142,0.299045608,0.668783211,0.47137346
0.963502967,0.923437362,1.005346083,0.989657544,0.559088794,0.352617527,0.495262958,0.257176453,0.615896128,0.359399532
0.955159675,0.926986346,0.975807326,0.942852818,0.692799658,0.5149292,0.634170353,0.363268601,0.727538419,0.501566501
0.96609931,0.922946029,1.000564819,0.964550726,0.700568749,0.44099409,0.63864657,0.326271513,0.68925926,0.420654112
0.969656437,0.920738878,1.010437846,0.948646166,0.84143867,0.296363376,0.674660956,0.225395107,0.758954851,0.298824005
0.944879723,0.880150368,0.990764948,0.916402157,0.873374402,0.341446923,0.760813126,0.250128481,0.784854548,0.336760795
0.937948912,0.89172691,1.026567879,0.945355342,0.732589924,0.299719423,0.634849966,0.263765639,0.737563074,0.332662935
0.9510824,0.913802032,0.992098775,0.957765258,0.656128549,0.303995526,0.538588254,0.270600139,0.706827892,0.328722737
0.948157488,0.910886645,1.012413259,0.959635881,0.48916589,0.362480797,0.465711389,0.249436596,0.556528681,0.372300703
0.929799175,0.924225178,1.030220824,0.960639425,0.591326433,0.492989014,0.501205129,0.353647977,0.612939558,0.498065747
0.958411037,0.943679193,1.018706478,0.97346941,0.886526995,0.828857046,0.771843601,0.656649217,1.035242662,0.918014681
0.96438606,0.925154417,1.002195758,0.992344107,0.895138666,0.817636418,0.691104917,0.509602482,1.077187919,0.880771408
0.96349058,0.933327945,1.00736565,0.956754863,0.758379924,0.639091395,0.612355686,0.37512022,0.901239605,0.766680685
0.944751123,0.897291736,0.989729796,0.939305485,0.777531784,0.730514765,0.662953581,0.502411749,0.844338239,0.73779511
0.977742624,0.939182693,0.990973299,0.961446802,0.812718325,0.790360628,0.656534154,0.509633372,0.802744439,0.824652755
0.947936014,0.922709464,0.997268343,0.936091683,0.720941343,0.625544378,0.546686755,0.378915056,0.79079997,0.719000063
0.924750088,0.889504629,1.011013981,0.939818045,0.850134413,0.755885503,0.694926002,0.615570613,0.949899017,0.844252666
0.951600038,0.926574651,0.991131817,0.9501567,0.983397666,0.909135274,0.848873405,0.627430054,0.927463755,0.946773523
0.965640077,0.942374639,1.035442943,0.965676534,1.067105376,0.959924689,0.894373184,0.75282113,1.156626717,1.058653445
0.948265578,0.944917808,1.00060621,0.952714314,0.948497435,0.883804145,0.89274083,0.841308247,0.939301156,0.784567472
0.935310884,0.895163598,1.017143786,0.948210519,0.796178528,0.653179904,0.733869378,0.463829235,0.821189548,0.574278317
0.962379995,0.928438523,1.011655748,0.970257014,0.741366276,0.505678146,0.638085332,0.376107346,0.79146743,0.526807334
0.939939819,0.918613977,1.007758273,0.954427156,0.675150792,0.439229812,0.635561538,0.417146386,0.692556233,0.480430662
0.973358025,0.941043904,0.988138796,0.936685406,0.633014261,0.405316576,0.546002474,0.316077137,0.692009706,0.451266931
0.967929339,0.934778102,1.013098903,0.961784237,0.704110401,0.48153607,0.598685618,0.382495916,0.645784391,0.477539187
0.976337655,0.926820058,0.981575136,0.965090995,0.683645488,0.597961384,0.657402306,0.485008127,0.697707569,0.546270669
0.975147522,0.941368178,0.998693554,0.962132878,0.660791032,0.4686574,0.6331151,0.334651472,0.654866238,0.413909167
0.963763185,0.90863336,0.989884016,0.964495872,0.726658882,0.326875146,0.618902591,0.236224365,0.759592348,0.363312282
0.925279224,0.910375585,1.026102184,0.944361127,0.687256066,0.32842444,0.542814232,0.245519827,0.67324354,0.337474441
0.94307033,0.929322166,1.062424,0.977473832,0.584610593,0.283240213,0.472534451,0.196207401,0.582273604,0.30591297
0.965490931,0.949680859,1.007179418,0.951544347,0.499051142,0.352062796,0.393532484,0.242375686,0.556099597,0.397663124
0.981789473,0.94251875,1.015824907,0.957531384,0.626282159,0.506314702,0.595995075,0.414226773,0.669956507,0.503369624
0.93426962,0.934267953,0.974113754,0.95840391,0.779144208,0.66298393,0.716301814,0.590367695,0.831178698,0.66263632
0.956018144,0.914659038,1.008227554,0.968896091,0.878749228,0.764900454,0.743628542,0.623379058,0.965171576,0.893445974
0.980481572,0.947139552,1.053949553,1.006849813,0.778100895,0.698640886,0.631241139,0.520839077,0.886063152,0.776771596
0.969277278,0.933032923,1.01339032,0.9361255,0.713487866,0.626880634,0.613134871,0.55277977,0.77865795,0.652999817
0.94819149,0.937182013,0.992264023,0.959035425,0.706760974,0.678454856,0.577786957,0.477771791,0.772891145,0.675289686
0.968735991,0.954927088,0.984861999,0.954863611,0.682091246,0.647091257,0.607997362,0.524884208,0.72748344,0.602495599
0.956139789,0.944735603,0.98780327,0.948836225,0.783067298,0.731582323,0.734884578,0.578838429,0.884743732,0.806121114
0.936070641,0.928984334,0.99510999,0.948518505,0.85385501,0.791508005,0.765878918,0.617031357,0.896027358,0.811306052
0.972518159,0.960231036,1.002675992,0.94540653,0.9035673,0.789532599,0.710325726,0.574604746,0.923172357,0.838540675
0.874180734,0.619394302,0.937935741,0.593039739,0.950187613,0.806300111,0.864588277,0.760694594,0.915039515,0.733676709
0.83705096,0.581789722,1.070284199,0.661410344,0.771365204,0.572194488,0.696388441,0.440079381,0.751135021,0.528932263
0.805256112,0.483469379,1.034880265,0.521712165,0.705733854,0.52726761,0.676718899,0.456996977,0.777021548,0.521041056
0.867478882,0.542494483,1.096161173,0.616494306,0.716210085,0.503808657,0.650904831,0.399795151,0.734040723,0.502965288
0.842056836,0.586163524,1.009133817,0.612524945,0.650956708,0.547742268,0.628441569,0.479819728,0.701565666,0.526625544
0.822128279,0.550789986,1.040077817,0.589813972,0.704248379,0.583972701,0.65399435,0.524614549,0.722325672,0.565483217
0.826078025,0.427084831,1.097474972,0.533695564,0.68008885,0.585829921,0.665208318,0.514738826,0.738820112,0.575708185
0.894365216,0.636800289,0.952613419,0.670732033,0.66065175,0.490093371,0.600013516,0.388302221,0.677660038,0.510203418
0.931948234,0.726593748,0.814456187,0.686804675,0.616020997,0.329224033,0.539048828,0.260636715,0.654665274,0.366938738
1.02243944,0.903919965,0.872998206,0.788359947,0.627591905,0.385380824,0.524949514,0.319462625,0.597007202,0.401812799
0.97842635,0.838760155,0.839871805,0.740112067,0.631746084,0.515873499,0.563160432,0.475638328,0.647060205,0.506506973
0.90900121,0.735533705,0.91653636,0.790409021,0.628586295,0.545729031,0.569193392,0.486617326,0.673484578,0.517517402
0.835810246,0.564094441,0.95555293,0.557592005,0.778772345,0.684907001,0.663192177,0.580231867,0.785493771,0.672073664
0.784724693,0.463024765,0.981480914,0.547946692,0.801331091,0.670235435,0.682466655,0.553373536,0.810379367,0.685794281
0.820498702,0.493875448,1.019986321,0.524730011,0.836401346,0.686073764,0.702906389,0.534957241,0.919879324,0.785698666
0.817807528,0.515241546,0.991499051,0.604237073,0.81528748,0.744042601,0.724200002,0.628779172,0.805366702,0.736127783
0.844113619,0.482625148,1.060526471,0.526777045,0.78902925,0.696123243,0.728975602,0.592685562,0.862603199,0.69715434
0.725065994,0.352322022,1.010407981,0.441680339,0.655752691,0.560607667,0.513168919,0.40703038,0.707162711,0.597622091
0.804894056,0.431409032,1.008425134,0.496558521,0.727636407,0.630482046,0.649558215,0.607948338,0.792469114,0.644031868
0.841445336,0.463755831,1.056899661,0.561945864,0.814666682,0.75775511,0.737778809,0.642862488,0.878226168,0.753443719
0.900807141,0.605334337,0.894269378,0.684938453,0.802587363,0.731492737,0.748260962,0.626588911,0.881236195,0.75475992
0.836701902,0.54694257,0.983922262,0.591811495,0.800903855,0.631154963,0.762095856,0.579360555,0.85599167,0.605162349
0.796050799,0.542672292,0.956723643,0.617351719,0.747935394,0.58145089,0.764184789,0.476243421,0.780851324,0.55574083
0.851111676,0.552072724,1.126284512,0.673207316,0.770655572,0.501352446,0.7078537,0.481717734,0.755308531,0.507765608
0.766651322,0.476661198,1.050607423,0.477581336,0.721692505,0.571671634,0.702291708,0.486085352,0.776648396,0.513675135
0.728676205,0.464854274,1.105549586,0.571922217,0.73633191,0.663635751,0.721566808,0.618463811,0.736468753,0.632088852
0.788667671,0.512363098,0.957051562,0.565046114,0.717684163,0.603816496,0.651750094,0.512960934,0.72548334,0.536517187
0.829105962,0.506583851,1.0407169,0.575037479,0.708986697,0.638447443,0.667664822,0.56202092,0.729892096,0.60139546
0.862337155,0.386451534,1.012596254,0.479144203,0.638401355,0.522844106,0.601812679,0.443215022,0.680889284,0.517072504
0.840815619,0.516730814,0.849738857,0.541692822,0.674666285,0.493362944,0.614983459,0.424567615,0.662362279,0.479009426
0.748042334,0.471551668,1.132197382,0.568641514,0.625112331,0.614074221,0.60916663,0.580065467,0.661581565,0.622146603
0.833362989,0.527498148,1.023363847,0.571868813,0.68069962,0.625032957,0.634030267,0.581994058,0.692653249,0.584063815
0.788555219,0.496252096,1.044336046,0.53173738,0.72407961,0.668228718,0.687094064,0.608705768,0.735930951,0.634530259
0.745614939,0.474170825,1.071949622,0.548329743,0.747516268,0.627521209,0.676765459,0.544410333,0.785407649,0.666034364
0.743485928,0.48234742,0.967674779,0.551059442,0.832068461,0.781467553,0.687564805,0.625569353,0.74812406,0.746628935
0.754246481,0.485498284,0.98002914,0.476479731,0.826763971,0.75001593,0.763225316,0.680289202,0.870789623,0.779372864
0.77495283,0.446360717,1.177373592,0.615522037,0.779669028,0.728636897,0.683895146,0.633080422,0.825061767,0.711162036
0.846000379,0.460232389,1.032817044,0.519310465,0.725739741,0.628266056,0.684575923,0.561386537,0.813857547,0.643140335
0.862016049,0.359976873,0.962358284,0.426461468,0.72143389,0.734007915,0.675568529,0.630250464,0.760955178,0.674090423
0.765658485,0.321215705,1.053626596,0.364162963,0.804386203,0.781062528,0.732483768,0.687490692,0.791325678,0.693640923
0.797300872,0.412173264,1.019526499,0.412649207,0.820135576,0.803033071,0.812093424,0.736046253,0.85168157,0.743835179
0.78939728,0.402589297,0.978899075,0.472561839,0.801604537,0.593283099,0.751899814,0.529447198,0.80282434,0.535029251
0.855906157,0.432613565,1.125265501,0.507518548,0.736358442,0.489226046,0.666079437,0.432370035,0.739231593,0.514291063
0.766910997,0.390227321,1.387061445,0.519190414,0.78139217,0.606582882,0.725532022,0.534193714,0.827531289,0.59314719
0.682094627,0.350192579,1.35914326,0.49204712,0.764493737,0.676258842,0.751976193,0.585514964,0.780056662,0.607806455
0.715230917,0.397413437,1.392520174,0.537926181,0.710404975,0.638103986,0.713951583,0.616821377,0.744321494,0.619891383
0.768207895,0.418357037,1.238094539,0.571995426,0.733859787,0.625133795,0.63297507,0.559497213,0.698429387,0.601874324
0.791943882,0.476624252,0.955534326,0.471197222,0.691358792,0.672723582,0.715363957,0.620154696,0.748775218,0.664578786
0.74313231,0.431664682,1.266195277,0.507103347,0.628582848,0.653997193,0.641017045,0.552450766,0.688724359,0.600476932
0.686146304,0.334731635,1.290067138,0.413358899,0.650433687,0.632800345,0.657932703,0.618883339,0.742307507,0.590203294
0.776406865,0.46553061,0.948882818,0.495313895,0.734504697,0.700706745,0.706556087,0.686714023,0.766274547,0.653283501
0.808624383,0.465281099,0.99173391,0.564396601,0.773813149,0.737936887,0.744205484,0.764664337,0.766559865,0.688934259
0.784068458,0.399118513,1.031576948,0.457029378,0.733856571,0.668518538,0.720602246,0.651116473,0.761970135,0.652353248
0.804328493,0.437065999,0.934684006,0.478470381,0.751403155,0.697063468,0.705484389,0.625926335,0.820769892,0.694302561
0.753047276,0.419320972,1.110998883,0.507634913,0.770160564,0.76726067,0.757174202,0.685852191,0.814853428,0.748174712
0.662794791,0.363938313,1.173456765,0.442707601,0.766045249,0.724005652,0.698930984,0.598718279,0.807945032,0.756736692
0.682989355,0.41060103,1.178142726,0.501993191,0.785337166,0.734461294,0.731806815,0.632467054,0.85396897,0.757186321
0.715037474,0.406807095,1.05391459,0.490718825,0.792196212,0.726869618,0.711029296,0.63573764,0.789062117,0.645060027
0.815746709,0.455385965,1.006048327,0.463440176,0.813892133,0.806245377,0.809899551,0.746487585,0.785204148,0.68791387
0.706833165,0.440014763,1.1627223,0.54877994,0.812577497,0.776320923,0.792121952,0.704984523,0.844768513,0.742682346
0.701869162,0.418071503,1.067045683,0.430385879,0.814706672,0.602519386,0.812799703,0.580189657,0.815986945,0.530550322
0.845311346,0.436273478,0.929869411,0.43577487,0.79486588,0.632737375,0.779388075,0.55179308,0.75733018,0.562720931
0.793753255,0.453147724,0.882037169,0.440173736,0.765669379,0.618258236,0.803348959,0.616031919,0.812065215,0.595953721
0.760263828,0.351774242,0.960484063,0.327210302,0.754424312,0.673606092,0.74793756,0.651472252,0.768637103,0.570646246
0.895390764,0.397968724,0.870186365,0.378368803,0.720984814,0.688348585,0.652320013,0.674964799,0.756815268,0.657865213
0.790454344,0.437773192,0.951324847,0.427344426,0.70335729,0.666304981,0.676566229,0.637606525,0.737914902,0.645980909
0.793513074,0.429347287,0.994905308,0.466880779,0.714078566,0.689705238,0.70200869,0.676004482,0.759146998,0.64074379
0.739531365,0.422896961,1.076398933,0.529659471,0.735711013,0.710007401,0.735702847,0.685809846,0.753640734,0.699286628
0.723458229,0.392690426,1.116170555,0.493672136,0.778885774,0.738706227,0.765153516,0.72277051,0.773505188,0.699120938
0.725062339,0.384253667,0.922686566,0.452913774,0.798519171,0.788168979,0.751892307,0.749106723,0.801443893,0.702382034
0.657390238,0.376570218,1.106876604,0.507320715,0.765010956,0.726790715,0.741661245,0.720702854,0.776639334,0.677877493
0.756587552,0.467825217,1.063586863,0.517656486,0.772144695,0.753647833,0.75461082,0.734193234,0.813408899,0.70162573
0.7648408,0.400968883,0.991204283,0.44503796,0.796529267,0.798816667,0.80345715,0.77656111,0.811380622,0.673068298
0.837348228,0.412390465,0.992447177,0.459008337,0.774906423,0.719861606,0.726555683,0.658452182,0.823229391,0.715337883
0.807786794,0.362298247,1.14340621,0.41180335,0.77183981,0.705587693,0.699465656,0.600373481,0.808352946,0.726317189
0.853402989,0.385401535,0.860675967,0.393641136,0.811008794,0.808003263,0.778566991,0.723705503,0.819798663,0.773783477
0.848872884,0.419109659,1.05496333,0.465926985,0.818767344,0.823101823,0.798448442,0.722178299,0.824300354,0.750365273
0.802005298,0.440248993,1.127743278,0.518674078,0.812051894,0.781479973,0.808422994,0.707005508,0.843405128,0.740055043
0.759535284,0.42034345,1.186507439,0.542885952,0.839788658,0.631600769,0.756864619,0.588572258,0.830944258,0.502003486
0.644625766,0.377935784,1.2823485,0.551236816,0.816819246,0.671771626,0.763878243,0.622313769,0.800851678,0.614180302
0.749531477,0.343549072,1.232322703,0.488559247,0.790727943,0.634966224,0.7642793,0.569533448,0.783625933,0.586202859
0.73760636,0.360113742,1.158577829,0.49112621,0.76479908,0.675824048,0.777202076,0.655636587,0.776429515,0.680905907
0.723736192,0.415224094,1.214273805,0.509592479,0.76399307,0.745522448,0.768848863,0.702926627,0.812553854,0.709062356
0.713681276,0.456918459,1.037200895,0.539104774,0.76262749,0.712778372,0.696068235,0.693277831,0.733242337,0.651350164
0.836563559,0.396877681,1.03099425,0.443984465,0.792518912,0.795924987,0.771452434,0.787163266,0.792434808,0.713931954
0.787371937,0.353663485,0.971138645,0.399907961,0.812480975,0.790525067,0.818231857,0.773556468,0.791202804,0.76325831
0.884516038,0.342890087,0.75498,0.322905472,0.84481953,0.885769539,0.840752022,0.865229834,0.837323257,0.7122749
0.8849734,0.391610647,0.913344828,0.466211981,0.764745426,0.767170004,0.800733992,0.811139457,0.807242299,0.700753673
0.788161587,0.356062707,0.89295708,0.407379864,0.79928356,0.821242476,0.822959575,0.817285224,0.820645528,0.755153574
0.802653355,0.371497453,1.002961417,0.469809363,0.837885843,0.81381902,0.834863762,0.770597737,0.862633032,0.757684317
0.752055846,0.35280193,0.890329018,0.393367714,0.84396257,0.805602828,0.774831502,0.766775864,0.804973093,0.703395995
0.757130886,0.362908338,0.940475068,0.427594572,0.779854431,0.703411322,0.708657416,0.667108016,0.809610123,0.706841817
0.803514575,0.358294681,1.036157029,0.433846832,0.856244134,0.827978069,0.821052089,0.698994474,0.857187748,0.802013659
0.78128506,0.309335025,0.916370019,0.358256928,0.857483224,0.85643414,0.815589003,0.804856089,0.847541298,0.761553962
0.804284534,0.370297475,1.049091771,0.395444465,0.831874455,0.888884697,0.81970418,0.819735538,0.830726485,0.721040823
0.785011549,0.405210106,1.095702028,0.43327058,0.926026292,0.772387677,0.869495592,0.739175569,0.880053723,0.665361353
0.750842842,0.364169148,0.922072733,0.379073558,0.827673792,0.659867821,0.733325411,0.616358125,0.787603837,0.60637546
0.87469615,0.302196301,0.921970837,0.309656708,0.809455204,0.719691016,0.788499407,0.619083398,0.84296908,0.652977546
0.868401453,0.321522702,0.874488807,0.376893256,0.796783657,0.704935282,0.757400107,0.655935702,0.808066521,0.642174793
0.817653318,0.313383009,0.895711684,0.442956839,0.740852331,0.738588312,0.752594901,0.746748993,0.759087347,0.650138483
0.787450799,0.308100435,0.993218201,0.348956581,0.78414644,0.820238847,0.8013726,0.791715965,0.807938948,0.767684279
0.734488088,0.304126943,0.877247375,0.371268469,0.831361884,0.882968341,0.816118639,0.882300038,0.821891945,0.762104421
0.948362587,0.362321775,0.963209443,0.470601099,0.884761312,0.938607012,0.844462169,0.891123002,0.880173578,0.815326322
0.732977783,0.343418029,0.86189863,0.370966447,0.787680335,0.812937316,0.8129977,0.817757665,0.799861967,0.728015012
0.768482583,0.312933718,0.794716038,0.264706002,0.834965997,0.855961078,0.855686784,0.853185899,0.817020449,0.800650926
0.932794904,0.337081251,0.966152826,0.310727008,0.866919225,0.862489602,0.83775164,0.854464131,0.880650158,0.782761512
0.844505239,0.324367263,0.988164037,0.42901741,0.830465597,0.832312502,0.804845307,0.785283391,0.827355842,0.777650132
0.831863762,0.370977053,1.165496065,0.429802993,0.817574032,0.801617119,0.78593377,0.832186568,0.815395791,0.75580512
0.719569902,0.350063617,1.430355939,0.486314366,0.801149486,0.767846935,0.772453534,0.689950781,0.822010682,0.748989352
0.730037312,0.35303234,1.192592092,0.434169817,0.858940147,0.87787199,0.858191583,0.838700072,0.85265718,0.775212419
0.78930198,0.324733804,1.147312608,0.435961872,0.874640711,0.862934049,0.911604254,0.819726742,0.854838685,0.762165485
0.67220222,0.306634377,1.314154725,0.449216727,1.309658103,1.233670049,0.985734165,0.978364406,1.293619464,1.139424318
0.704820453,0.2961616,1.432346835,0.444266286,1.340005902,1.236029483,1.069630484,1.02386572,1.364206327,1.231039701
0.689966672,0.291133889,1.267844726,0.368398549,1.207785798,1.103312125,1.024147062,0.994370047,1.182476328,1.063521768
0.644324754,0.298532194,1.309412554,0.411790092,0.829210203,0.639080453,0.738510277,0.515701452,0.888583574,0.66276433
0.711319974,0.280700124,1.08936577,0.353709982,0.787105352,0.55430309,0.683484658,0.457646305,0.852357526,0.651381308
0.77468562,0.320860305,1.094703008,0.360102661,0.796480126,0.519682106,0.71465687,0.43775929,0.857586186,0.615519098
0.854614646,0.325655167,0.968682902,0.335113054,0.836562829,0.492189062,0.73567388,0.41607093,0.815973481,0.584408335
