Sodium_Baseline_GREEN,Sodium_MaxLigand_GREEN,Sodium_Baseline_GREEN,Sodium_MaxLigand_GREEN
0.188967486,0.188967486,0.292504418,0.336796215
0.137286113,0.137286113,0.249274311,0.331516697
0.320874332,0.320874332,0.421108411,0.254937061
0.145680997,0.145680997,0.264753944,0.320699344
0.359640988,0.359640988,0.429349131,0.160030185
0.32518411,0.32518411,0.444476942,0.221876782
0.227788273,0.227788273,0.313902342,0.294871657
0.189928483,0.189928483,0.308195726,0.314884402
0.328461755,0.328461755,0.407251796,0.130429877
0.292239575,0.292239575,0.417555714,0.206319827
0.192066929,0.192066929,0.312962371,0.316929638
0.119156278,0.119156278,0.259128428,0.281772561
0.263548662,0.263548662,0.405698726,0.217993792
0.17713274,0.17713274,0.290227252,0.231200043
0.261994307,0.261994307,0.366241152,0.223924371
0.307023022,0.307023022,0.400803107,0.245103988
0.135278124,0.135278124,0.278389271,0.319307664
0.147346519,0.147346519,0.259618846,0.285767907
0.257743478,0.257743478,0.37401252,0.199375893
0.244835039,0.244835039,0.391982809,0.224945729
0.18388798,0.18388798,0.343975239,0.248478297
0.157090965,0.157090965,0.266349814,0.298798731
0.131371396,0.131371396,0.287413597,0.246749007
0.053258879,0.053258879,0.18417334,0.268161802
0.135854056,0.135854056,0.272286052,0.293895638
0.121930464,0.121930464,0.277851943,0.317924435
0.085592546,0.085592546,0.159077902,0.26800714
0.059382967,0.059382967,0.146243013,0.291906875
0.209011656,0.209011656,0.362275962,0.228856589
0.200960784,0.200960784,0.264322797,0.312510904
0.147557753,0.147557753,0.274965935,0.322564642
0.130982868,0.130982868,0.252349701,0.283939573
0.141143174,0.141143174,0.247900802,0.293511932
0.038995052,0.038995052,0.160930693,0.285449695
0.179686628,0.179686628,0.31235553,0.270755126
0.060198982,0.060198982,0.162370091,0.374664357
0.105596604,0.105596604,0.188963575,0.293796904
0.099568047,0.099568047,0.242423981,0.351147534
0.2206036,0.2206036,0.340513965,0.241892634
0.288597219,0.288597219,0.412489243,0.274584451
0.2445709,0.2445709,0.373724841,0.31252437
0.39333307,0.39333307,0.517644531,0.15208411
0.236051049,0.236051049,0.303386594,0.31268871
0.160916999,0.160916999,0.345015006,0.221470672
0.071954709,0.071954709,0.216028356,0.227482512
0.015142675,0.015142675,0.114326335,0.273425194
0.059787841,0.059787841,0.08833611,0.340773096
0.014964618,0.014964618,0.136960496,0.387650504
0.087531845,0.087531845,0.233211329,0.231512117
0.023303117,0.023303117,0.195410193,0.374133647
0.088800557,0.088800557,0.287410752,0.294178404
0.076284499,0.076284499,0.199824545,0.328236619
0.065417583,0.065417583,0.187584236,0.321540699
0.049939685,0.049939685,0.158263557,0.330406193
0.070305414,0.070305414,0.166971443,0.299398273
0.037082636,0.037082636,0.197860047,0.173546596
0.031025629,0.031025629,0.177681885,0.217002001
0.046322981,0.046322981,0.126380032,0.266205966
0.077778245,0.077778245,0.268948721,0.263499032
0.058713198,0.058713198,0.186947888,0.340539016
0.138066526,0.138066526,0.377832008,0.322764621
0.088274835,0.088274835,0.280860229,0.310257174
0.111068556,0.111068556,0.223661748,0.3942625
0.114725673,0.114725673,0.160331986,0.334123747
0.101348179,0.101348179,0.217263889,0.290124742
0.056170421,0.056170421,0.144747384,0.239493607
0.037232308,0.037232308,0.10515294,0.221851026
0.016860889,0.016860889,0.133054433,0.192214851
0.062975405,0.062975405,0.169849339,0.32402162
0.029379762,0.029379762,0.162452447,0.29166109
0.052650804,0.052650804,0.216864528,0.338393255
0.040889999,0.040889999,0.166496321,0.333742953
0.070802492,0.070802492,0.190816087,0.338767532
0.042166454,0.042166454,0.123942946,0.358450489
0.04393685,0.04393685,0.167450509,0.35486039
0.038039754,0.038039754,0.173137253,0.280283874
-0.011323383,-0.011323383,0.202876484,0.213568638
0.00447578,0.00447578,0.169874998,0.184239444
0.043989918,0.043989918,0.124145951,0.247459511
0.024975307,0.024975307,0.134845998,0.337204648
0.031759336,0.031759336,0.234406246,0.350414495
0.053225386,0.053225386,0.147968365,0.35179102
0.045318946,0.045318946,0.177036342,0.420865413
0.057304533,0.057304533,0.14579123,0.404984771
0.026409597,0.026409597,0.196271841,0.369690769
0.025757705,0.025757705,0.183086981,0.309757329
0.017110164,0.017110164,0.131255754,0.287301483
0.012036173,0.012036173,0.16736266,0.207720131
0.016540634,0.016540634,0.11360338,0.284652666
-0.007304389,-0.007304389,0.101172602,0.289291466
0.032769844,0.032769844,0.144568071,0.419634267
0.045914467,0.045914467,0.188937433,0.387882178
0.093118194,0.093118194,0.212316858,0.364391292
0.060554972,0.060554972,0.211967728,0.391770811
0.100021947,0.100021947,0.253181795,0.307006451
0.051602404,0.051602404,0.16415416,0.351239967
0.028098909,0.028098909,0.133192203,0.322195994
0.040560038,0.040560038,0.173581853,0.237570321
-0.013874418,-0.013874418,0.11639854,0.252212492
0.056092288,0.056092288,0.141754301,0.280689553
0.060337323,0.060337323,0.170020867,0.327893978
0.037012696,0.037012696,0.181666172,0.323164491
0.090515941,0.090515941,0.226118972,0.251270886
0.1270908,0.1270908,0.235676995,0.322673794
0.086082038,0.086082038,0.192501828,0.297643792
0.101791467,0.101791467,0.182396518,0.342290053
0.042554267,0.042554267,0.216789883,0.38343542
0.02219071,0.02219071,0.153563159,0.332108107
0.041134837,0.041134837,0.142360513,0.299494404
0.040765958,0.040765958,0.016147009,0.424941376
0.075609905,0.075609905,0.190274837,0.305639273
0.042792686,0.042792686,0.178627767,0.337031323
0.086961231,0.086961231,0.209586029,0.29055033
0.155702041,0.155702041,0.25616914,0.291263248
0.031962735,0.031962735,0.204024655,0.347581078
0.059283015,0.059283015,0.203498786,0.348153478
0.083907245,0.083907245,0.239267415,0.346176009
-0.000925939,-0.000925939,0.22196366,0.310528362
0.039607301,0.039607301,0.181201505,0.368839523
0.02332592,0.02332592,0.098548403,0.360002
0.041681332,0.041681332,0.173984188,0.292105279
0.028999987,0.028999987,0.15409451,0.30324807
0.016057881,0.016057881,0.154516723,0.288382572
0.106412542,0.106412542,0.199236691,0.326735078
0.015926174,0.015926174,0.062933959,0.340580827
0.044107853,0.044107853,0.116691441,0.301564145
0.05300496,0.05300496,0.217868821,0.366069176
0.029481426,0.029481426,0.179555028,0.294174573
0.096150691,0.096150691,0.24858914,0.301055403
0.045592613,0.045592613,0.179339287,0.361184917
0.091928925,0.091928925,0.241191114,0.311695728
0.030119136,0.030119136,0.208067162,0.328545939
0.056753751,0.056753751,0.154301097,0.268798343
0.057813575,0.057813575,0.123547564,0.289231078
0.078062886,0.078062886,0.188131308,0.337898436
0.029534347,0.029534347,0.116966146,0.353476586
0.116760863,0.116760863,0.191016965,0.342936938
0.03541267,0.03541267,0.288568628,0.249651558
0.106227327,0.106227327,0.202946609,0.298272315
0.126780036,0.126780036,0.260764304,0.305920327
0.230009548,0.230009548,0.338925521,0.273677306
0.110316667,0.110316667,0.188006439,0.366609447
0.041119813,0.041119813,0.195177182,0.36245232
0.016495932,0.016495932,0.17088781,0.227256274
-0.000267968,-0.000267968,0.123397381,0.286374982
-0.001811268,-0.001811268,0.113302082,0.362334338
0.006450028,0.006450028,0.166534293,0.408192077
0.034699906,0.034699906,0.244759297,0.255543304
0.073610602,0.073610602,0.217699047,0.343347851
0.145191852,0.145191852,0.256938013,0.267213439
0.103876642,0.103876642,0.275041171,0.356221861
0.096410599,0.096410599,0.21825332,0.365007725
0.025348487,0.025348487,0.160341109,0.365318888
0.091700026,0.091700026,0.158494691,0.300733875
0.032022512,0.032022512,0.12941343,0.275428579
0.018732153,0.018732153,0.121585053,0.345570954
0.029525875,0.029525875,0.118764422,0.308407777
0.02048963,0.02048963,0.173517691,0.308451908
0.008880188,0.008880188,0.210425036,0.395809802
0.052737299,0.052737299,0.235441155,0.354273435
0.056023925,0.056023925,0.187268647,0.346292417
0.062897747,0.062897747,0.187480002,0.42133881
0.064787429,0.064787429,0.16470412,0.353710437
0.020292724,0.020292724,0.153172017,0.341906204
0.029642539,0.029642539,0.092755531,0.285597684
0.030835511,0.030835511,0.151170672,0.222222318
-0.00727766,-0.00727766,0.123766572,0.235605895
0.00805093,0.00805093,0.068447005,0.313572988
0.039630461,0.039630461,0.117352297,0.351172976
0.007251078,0.007251078,0.161567464,0.361764657
0.042926118,0.042926118,0.19355607,0.328833622
0.046195409,0.046195409,0.137532274,0.402812477
0.009344818,0.009344818,0.138459283,0.373777583
0.048027518,0.048027518,0.206998068,0.359404826
0.035715573,0.035715573,0.148919107,0.300460335
-0.047640241,-0.047640241,0.16227674,0.243428921
-0.018030844,-0.018030844,0.158623204,0.167561717
0.006356655,0.006356655,0.173835762,0.224217099
-0.018568853,-0.018568853,0.139120268,0.253777019
0.017989983,0.017989983,0.204780437,0.32587914
0.039930709,0.039930709,0.108708087,0.29295853
0.041497609,0.041497609,0.149616875,0.397419052
0.025477453,0.025477453,0.146530022,0.337145232
0.11161148,0.11161148,0.108159708,0.385626396
0.017209862,0.017209862,0.130141307,0.279094136
0.071560686,0.071560686,0.098604679,0.285941123
0.02529994,0.02529994,0.156417053,0.17553039
-0.00658076,-0.00658076,0.131703862,0.269166964
-0.00485101,-0.00485101,0.152702009,0.310856233
-0.004793681,-0.004793681,0.174024992,0.325237404
0.073879048,0.073879048,0.123886511,0.277749277
0.091130006,0.091130006,0.155453069,0.38999988
0.089166706,0.089166706,0.10340132,0.31625242
0.07075202,0.07075202,0.187906283,0.380273161
0.022673356,0.022673356,0.172278121,0.349372361
0.067309003,0.067309003,0.15441721,0.266946143
0.017028372,0.017028372,0.125550217,0.222792238
0.007707402,0.007707402,0.098733725,0.211535343
0.052180905,0.052180905,0.1274636,0.279228103
0.063089681,0.063089681,0.291676766,0.365737995
0.076354013,0.076354013,0.210579215,0.348219307
0.17568039,0.17568039,0.204040546,0.312408247
0.19873869,0.19873869,0.227244404,0.325203437
0.093610263,0.093610263,0.264446494,0.315716945
0.107659656,0.107659656,0.205845147,0.409346019
0.138722944,0.138722944,0.201069951,0.468527575
0.044339819,0.044339819,0.163109461,0.303157828
0.047113716,0.047113716,0.140775294,0.287383797
0.025491032,0.025491032,0.149062837,0.285872879
0.112906478,0.112906478,0.227983588,0.332186675
0.104056869,0.104056869,0.270488105,0.281512719
0.099693125,0.099693125,0.217938865,0.308949104
0.207480249,0.207480249,0.198757511,0.276029576
0.166020722,0.166020722,0.291218909,0.292006808
0.217203295,0.217203295,0.27001586,0.283960318
0.268492537,0.268492537,0.235437729,0.366501385
0.078466888,0.078466888,0.229372553,0.215028977
0.027840564,0.027840564,0.203511993,0.371229285
0.035380389,0.035380389,0.219722209,0.299971512
0.056135334,0.056135334,0.178215157,0.275954456
0.220466938,0.220466938,0.295717495,0.296414486
0.126763045,0.126763045,0.229083805,0.264024665
0.169707216,0.169707216,0.225132905,0.265212901
0.209967082,0.209967082,0.279717711,0.188776406
0.187985176,0.187985176,0.274227623,0.216357745
0.154660824,0.154660824,0.279138915,0.264841968
0.115153493,0.115153493,0.269667629,0.211263369
0.072180443,0.072180443,0.20769344,0.328691617
0.159420663,0.159420663,0.313151594,0.289928541
0.107612193,0.107612193,0.251586586,0.345106358
0.160966879,0.160966879,0.21419222,0.348913383
0.218596958,0.218596958,0.295588452,0.281523649
0.245595067,0.245595067,0.242907165,0.265874389
0.198523963,0.198523963,0.305595665,0.269672205
0.183774798,0.183774798,0.311833535,0.275252982
0.217270417,0.217270417,0.294488267,0.266732102
0.134645459,0.134645459,0.317717599,0.293957484
0.172966191,0.172966191,0.214690507,0.307509817
0.271313683,0.271313683,0.268863985,0.286214134
0.237076547,0.237076547,0.248395362,0.31490929
0.306280879,0.306280879,0.315861838,0.2618621
0.227041731,0.227041731,0.315807911,0.292921717
0.262259754,0.262259754,0.297562902,0.257050135
0.196851593,0.196851593,0.326825911,0.227504866
0.17887994,0.17887994,0.297948037,0.2385138
0.173034321,0.173034321,0.319007599,0.250957135
0.26688919,0.26688919,0.522811752,0.250422371
0.131542177,0.131542177,0.319250898,0.265878095
0.142425964,0.142425964,0.325132867,0.273523768
0.23057035,0.23057035,0.25471223,0.340739577
0.247363083,0.247363083,0.309783507,0.265173854
0.184340409,0.184340409,0.320786631,0.305501188
0.345756868,0.345756868,0.349382346,0.118139373
0.220211676,0.220211676,0.312557487,0.247464638
0.250534927,0.250534927,0.282794513,0.223640195
0.243605735,0.243605735,0.317450662,0.237703544
0.245154334,0.245154334,0.438509529,0.260288445
0.227256058,0.227256058,0.281601009,0.281187923
0.243701702,0.243701702,0.28114692,0.241800706
0.178154756,0.178154756,0.20169728,0.350225243
0.347375241,0.347375241,0.294774623,0.256411011
0.236144144,0.236144144,0.344310739,0.309002
0.302128236,0.302128236,0.308927466,0.215209775
0.291788147,0.291788147,0.338143324,0.220613812
0.214735099,0.214735099,0.301676129,0.205844639
0.07858405,0.07858405,0.334946752,0.247467979
0.057934381,0.057934381,0.467874108,0.203229417
-0.081400374,-0.081400374,0.369003205,0.256121487
0.169006538,0.169006538,0.418952173,0.22856429
0.129976524,0.129976524,0.27561539,0.292587082
0.246801824,0.246801824,0.376397333,0.220658418
0.180750216,0.180750216,0.471635826,0.209907617
0.282254308,0.282254308,0.391572756,0.247403492
0.293139143,0.293139143,0.383826307,0.253188161
0.302301511,0.302301511,0.292566348,0.218654392
0.071284583,0.071284583,0.235391838,0.231345592
0.081977089,0.081977089,0.179839727,0.225687875
0.09992151,0.09992151,0.215222518,0.225566636
0.123737646,0.123737646,0.17745791,0.23132849
0.227589761,0.227589761,0.303298261,0.256309444
0.084306825,0.084306825,0.196524836,0.27532238
0.081582362,0.081582362,0.181293274,0.280649986
0.091696067,0.091696067,0.175610849,0.25870985
0.265507025,0.265507025,0.375346856,0.220340887
0.132275101,0.132275101,0.248982846,0.355691664
0.123688702,0.123688702,0.236545758,0.335262538
0.115474001,0.115474001,0.20695792,0.311737394
0.071149614,0.071149614,0.20437839,0.325651751
0.109686898,0.109686898,0.191363738,0.192208851
0.125637947,0.125637947,0.269248789,0.168704592
0.067418596,0.067418596,0.197612423,0.229565672
0.141430534,0.141430534,0.267666835,0.286902635
0.090082328,0.090082328,0.265982669,0.289489883
0.058249538,0.058249538,0.141453019,0.242235109
0.081724686,0.081724686,0.176001733,0.297209942
0.259970831,0.259970831,0.384264034,0.185172875
0.149902526,0.149902526,0.239659345,0.344908718
0.124935151,0.124935151,0.269875251,0.29309705
0.170765709,0.170765709,0.310755556,0.283028616
0.108588205,0.108588205,0.232717337,0.298066821
0.073148868,0.073148868,0.214043125,0.240537483
0.057563752,0.057563752,0.258860642,0.140675409
0.064417762,0.064417762,0.204216759,0.185818277
0.068786537,0.068786537,0.197161486,0.211965597
0.056562999,0.056562999,0.206810497,0.199308343
0.036852775,0.036852775,0.176420212,0.221077638
0.051790468,0.051790468,0.10518568,0.21228717
0.150041636,0.150041636,0.257102369,0.208905414
0.090157937,0.090157937,0.208762826,0.22283172
0.115155804,0.115155804,0.232436991,0.244794043
0.114300163,0.114300163,0.211744355,0.249437698
0.117760632,0.117760632,0.213770938,0.252181938
0.076055927,0.076055927,0.170918718,0.224117152
0.087309863,0.087309863,0.240293452,0.179786215
0.023123596,0.023123596,0.152170286,0.248862531
0.089688304,0.089688304,0.172931521,0.209292594
0.029057221,0.029057221,0.184834761,0.170897786
0.039425658,0.039425658,0.17665236,0.209463506
0.079058761,0.079058761,0.118015388,0.259536525
0.183697916,0.183697916,0.289470869,0.198940238
0.100545227,0.100545227,0.188125589,0.231941167
0.149003257,0.149003257,0.337139731,0.227624975
0.126264287,0.126264287,0.314350169,0.215909392
0.142328655,0.142328655,0.276260955,0.215634649
0.074166795,0.074166795,0.235392334,0.203155986
0.121797316,0.121797316,0.225870591,0.19951372
0.103383146,0.103383146,0.173979222,0.189466959
0.061308759,0.061308759,0.127761549,0.258782681
0.018683463,0.018683463,0.131554719,0.223424119
0.020535579,0.020535579,0.147597435,0.207339436
0.043342157,0.043342157,0.156249063,0.260610637
0.053341165,0.053341165,0.172068908,0.325312662
0.029451982,0.029451982,0.119154482,0.277476591
0.04405166,0.04405166,0.167139663,0.316957123
0.051722055,0.051722055,0.197104728,0.310248329
0.033367891,0.033367891,0.142926522,0.292790871
0.038498727,0.038498727,0.219086334,0.300088322
0.022251987,0.022251987,0.170329194,0.273653991
0.035658457,0.035658457,0.190690489,0.265777416
-0.034947411,-0.034947411,0.141421321,0.268536687
0.022698058,0.022698058,0.131076254,0.179682501
0.025525586,0.025525586,0.158669876,0.216673378
0.047150136,0.047150136,0.150905807,0.17697585
0.046124843,0.046124843,0.18255231,0.237054342
0.038798749,0.038798749,0.162589294,0.298910311
0.066417895,0.066417895,0.201974571,0.314894276
0.057254296,0.057254296,0.173906552,0.299387639
0.064413675,0.064413675,0.180269531,0.321454686
0.070532111,0.070532111,0.191064452,0.308177475
0.072173237,0.072173237,0.156516446,0.280706383
0.047285306,0.047285306,0.222333612,0.237827481
0.086414816,0.086414816,0.20040138,0.200977436
0.023456983,0.023456983,0.152834606,0.251437248
0.053795434,0.053795434,0.160372863,0.177998864
0.020518824,0.020518824,0.140295441,0.236302089
0.02300906,0.02300906,0.155669212,0.258998329
0.078468686,0.078468686,0.109328128,0.250085547
0.026244056,0.026244056,0.186467169,0.319792968
0.039531527,0.039531527,0.202301375,0.274379192
0.077118917,0.077118917,0.201691505,0.357024018
0.088873763,0.088873763,0.166888921,0.308886805
0.045942688,0.045942688,0.213058463,0.310969195
0.054354138,0.054354138,0.227651954,0.277142855
0.082224055,0.082224055,0.122650681,0.27394679
0.032217495,0.032217495,0.154865853,0.214106713
-0.018766812,-0.018766812,0.157477995,0.198094316
0.031391997,0.031391997,0.138652314,0.22512668
0.032819118,0.032819118,0.15078366,0.243123178
0.0293827,0.0293827,0.199861541,0.228283099
0.065583755,0.065583755,0.207709921,0.298962435
0.112025289,0.112025289,0.225033834,0.209851669
0.116712027,0.116712027,0.240842367,0.307361951
0.094564185,0.094564185,0.214623708,0.328735921
0.094251232,0.094251232,0.220370444,0.356757343
0.052652906,0.052652906,0.210735689,0.26048722
0.0539945,0.0539945,0.216102943,0.258966694
-0.002767628,-0.002767628,0.122075474,0.237170391
0.042897048,0.042897048,0.134773335,0.21623774
0.032062196,0.032062196,0.157945279,0.204779243
0.02559109,0.02559109,0.196087946,0.228236918
0.061516698,0.061516698,0.201586244,0.166696069
0.022800346,0.022800346,0.213955388,0.285109822
0.050492358,0.050492358,0.232484085,0.241882304
0.081271033,0.081271033,0.188638323,0.341594888
0.064331362,0.064331362,0.200825776,0.287683412
0.060972678,0.060972678,0.219770459,0.328593155
0.034327983,0.034327983,0.162577256,0.283593955
0.053909708,0.053909708,0.20708163,0.29464732
0.015942406,0.015942406,0.138501796,0.286539166
0.027708746,0.027708746,0.17301283,0.257159335
0.029264219,0.029264219,0.11627244,0.246197976
0.07951634,0.07951634,0.185488146,0.242125785
0.039220576,0.039220576,0.149907166,0.21724786
0.055990491,0.055990491,0.181968281,0.263709119
0.07336182,0.07336182,0.162693293,0.264135943
0.057118024,0.057118024,0.197419479,0.263087246
0.075860497,0.075860497,0.18963901,0.323783673
0.027679368,0.027679368,0.116082032,0.280125539
0.041056814,0.041056814,0.180997047,0.328116112
0.079280602,0.079280602,0.209142526,0.301221658
0.046805523,0.046805523,0.204771694,0.263457723
0.065453686,0.065453686,0.21155261,0.293856383
0.036973113,0.036973113,0.200366125,0.276234089
0.060779174,0.060779174,0.163608638,0.326240769
0.087032077,0.087032077,0.111646719,0.251364612
0.033415721,0.033415721,0.137325736,0.27612122
0.025651535,0.025651535,0.131356342,0.310991173
0.065046148,0.065046148,0.160648009,0.234993936
0.045419016,0.045419016,0.141297234,0.234949281
0.045521456,0.045521456,0.126701043,0.277021628
0.039874099,0.039874099,0.180783686,0.279156579
0.044487968,0.044487968,0.22128803,0.334126595
0.048814664,0.048814664,0.139380291,0.332851827
0.055815114,0.055815114,0.16427493,0.365001381
0.052167744,0.052167744,0.195389257,0.346663694
0.08460479,0.08460479,0.222564937,0.232576419
0.054727175,0.054727175,0.169197351,0.341701614
-0.005600737,-0.005600737,0.13845957,0.269872876
0.010151814,0.010151814,0.151399392,0.225906652
0.003210734,0.003210734,0.142408349,0.238153794
0.040891975,0.040891975,0.121512708,0.289709954
0.027996536,0.027996536,0.152428083,0.238861764
0.050117229,0.050117229,0.117914678,0.253100964
0.041155274,0.041155274,0.151739279,0.313080273
0.026769888,0.026769888,0.147755028,0.351796261
0.085227388,0.085227388,0.194036733,0.382690736
0.073616115,0.073616115,0.196433673,0.344475416
0.04975232,0.04975232,0.162459582,0.309807535
0.093743022,0.093743022,0.199887169,0.30939514
0.033681549,0.033681549,0.147442389,0.301176881
0.025105813,0.025105813,0.194399451,0.237860263
-0.001393592,-0.001393592,0.151939639,0.225300436
0.011177987,0.011177987,0.148973562,0.241832604
0.05929386,0.05929386,0.15290724,0.225261403
0.045902329,0.045902329,0.12260987,0.260891437
0.029133852,0.029133852,0.168931478,0.283739351
0.036703248,0.036703248,0.137431098,0.332805954
0.0468021,0.0468021,0.193074189,0.365195599
0.06783634,0.06783634,0.155909857,0.402142846
0.054745073,0.054745073,0.167758121,0.304876905
0.084758363,0.084758363,0.226989252,0.32489146
0.054248944,0.054248944,0.163786699,0.307860921
0.042457349,0.042457349,0.133045884,0.318745371
0.018985359,0.018985359,0.1504617,0.250380144
0.015292941,0.015292941,0.168563445,0.153774979
-0.008565705,-0.008565705,0.0680371,0.236515409
-0.011001674,-0.011001674,0.121254602,0.364538561
0.01882813,0.01882813,0.174042115,0.187259459
0.021480389,0.021480389,0.10019083,0.261379576
0.024771737,0.024771737,0.091563563,0.282509314
0.02136628,0.02136628,0.118102805,0.285695593
0.016110683,0.016110683,0.155501619,0.290812713
0.034243598,0.034243598,0.169039676,0.332975194
0.013523991,0.013523991,0.118622158,0.307467568
0.020074497,0.020074497,0.115445435,0.303086227
0.026535072,0.026535072,0.154057184,0.259106775
-0.022096317,-0.022096317,0.099400387,0.235226969
-0.015975181,-0.015975181,0.180856565,0.192090609
-0.039259685,-0.039259685,0.099280289,0.289001084
-0.023068949,-0.023068949,0.129621045,0.22351177
0.011484605,0.011484605,0.105291311,0.242603699
-0.010838649,-0.010838649,0.1800734,0.188316828
-0.023043988,-0.023043988,0.165019281,0.199460331
0.042901633,0.042901633,0.154860472,0.202662098
-0.0246985,-0.0246985,0.135299754,0.273580724
0.013098348,0.013098348,0.140757347,0.234391826
0.013280012,0.013280012,0.125909945,0.271928261
0.043647184,0.043647184,0.158005067,0.204927083
0.063695007,0.063695007,0.155606265,0.245246352
0.0151053,0.0151053,0.135605808,0.207223222
-0.017452674,-0.017452674,0.160105937,0.168019856
0.006166582,0.006166582,0.15582991,0.189332581
-0.006083564,-0.006083564,0.131180902,0.26362281
0.048635709,0.048635709,0.12631203,0.246764359
-0.025110777,-0.025110777,0.167464027,0.301070415
0.012900625,0.012900625,0.151966177,0.250947356
0.03182045,0.03182045,0.158238679,0.354952174
0.004820736,0.004820736,0.185222753,0.28230132
0.014782077,0.014782077,0.168182977,0.28445804
-0.031911924,-0.031911924,0.203516299,0.261912773
0.037985531,0.037985531,0.125462229,0.277117774
0.017354993,0.017354993,0.149794269,0.204747465
0.027832317,0.027832317,0.215399606,0.153961357
0.01004678,0.01004678,0.164586246,0.161744
0.013708081,0.013708081,0.178453146,0.195017878
0.026143264,0.026143264,0.119930465,0.238682172
0.020757459,0.020757459,0.169543604,0.327318764
0.09931786,0.09931786,0.117058806,0.213377264
0.050556366,0.050556366,0.125830276,0.277738494
0.048789893,0.048789893,0.162221766,0.258153529
0.042840253,0.042840253,0.17305433,0.280385774
0.04049454,0.04049454,0.206645906,0.244184459
0.032744238,0.032744238,0.201688696,0.249661918
-0.001455019,-0.001455019,0.156011924,0.264201538
0.030165463,0.030165463,0.159672789,0.159841944
-0.019498386,-0.019498386,0.143992378,0.201809749
0.035061568,0.035061568,0.185776622,0.174176895
0.01840198,0.01840198,0.172193017,0.232028055
0.047613019,0.047613019,0.216936304,0.315650306
0.048077007,0.048077007,0.234351509,0.24049445
0.113448121,0.113448121,0.190931785,0.346006572
0.052418199,0.052418199,0.161662759,0.314154461
0.067643532,0.067643532,0.20216281,0.334779273
0.049209149,0.049209149,0.148412805,0.227392576
0.070873626,0.070873626,0.15405894,0.281996362
0.03845369,0.03845369,0.16842649,0.208032811
0.050471042,0.050471042,0.108144415,0.247739629
0.019320748,0.019320748,0.225991269,0.151621545
0.042460882,0.042460882,0.11161007,0.207577921
0.062777685,0.062777685,0.202406055,0.196225785
0.092552732,0.092552732,0.243423451,0.29854311
0.124762019,0.124762019,0.207730004,0.318305721
0.196791073,0.196791073,0.249330303,0.359227872
0.189686131,0.189686131,0.228700995,0.311132011
0.134727082,0.134727082,0.200329502,0.35076404
0.109427844,0.109427844,0.249002911,0.307924049
0.109687597,0.109687597,0.12520859,0.364882162
0.06975339,0.06975339,0.206247497,0.269837836
0.038021912,0.038021912,0.172752003,0.254871227
0.069255965,0.069255965,0.173412312,0.254062236
0.065880654,0.065880654,0.189483064,0.223001286
0.070104722,0.070104722,0.205471674,0.1686024
0.034455295,0.034455295,0.193986527,0.244521803
0.023245698,0.023245698,0.16473322,0.27415437
0.071441291,0.071441291,0.212040869,0.304706559
0.092862363,0.092862363,0.223019847,0.317841331
0.128839322,0.128839322,0.113528304,0.347799579
0.078128493,0.078128493,0.198395375,0.314234762
0.068525784,0.068525784,0.170983865,0.364987658
0.066845128,0.066845128,0.129470252,0.280538513
0.03365233,0.03365233,0.102700426,0.311542238
0.08042118,0.08042118,0.209831115,0.270249708
0.044283203,0.044283203,0.159763902,0.173022324
0.081341011,0.081341011,0.164791362,0.220193467
0.085621948,0.085621948,0.183225689,0.256628736
0.142543483,0.142543483,0.213388669,0.245633908
0.193098373,0.193098373,0.316598536,0.254044736
0.221385986,0.221385986,0.269059091,0.274214309
0.12791862,0.12791862,0.271879272,0.324913958
0.171628168,0.171628168,0.314156425,0.2206469
0.188762191,0.188762191,0.239953015,0.338032474
0.068480681,0.068480681,0.228212494,0.251822498
0.079809788,0.079809788,0.184795213,0.314005401
0.180303928,0.180303928,0.274216089,0.311715057
0.073895447,0.073895447,0.187466976,0.317304443
0.162883556,0.162883556,0.258277316,0.298924246
0.098255589,0.098255589,0.201655614,0.219746239
0.083878986,0.083878986,0.167230429,0.24692608
0.150503863,0.150503863,0.276848684,0.252096328
0.189229425,0.189229425,0.241751353,0.260116473
0.228438686,0.228438686,0.346792804,0.258158483
0.250065886,0.250065886,0.309907873,0.276469551
0.246812883,0.246812883,0.296589128,0.287891697
0.114016947,0.114016947,0.251227106,0.257746255
0.163447859,0.163447859,0.244472308,0.308514785
0.277168004,0.277168004,0.289350408,0.229028224
0.142524836,0.142524836,0.186198653,0.303265261
0.261410606,0.261410606,0.310420403,0.28653411
0.230131238,0.230131238,0.261793645,0.238579946
0.261122074,0.261122074,0.251598927,0.274760456
0.185424549,0.185424549,0.276327538,0.258463156
0.220661306,0.220661306,0.303347943,0.233396389
0.296840069,0.296840069,0.310555627,0.247958992
0.241721028,0.241721028,0.343765127,0.203694534
0.254626605,0.254626605,0.29086412,0.267952337
0.113005209,0.113005209,0.3002276,0.267040027
0.132836607,0.132836607,0.239290469,0.326480354
0.303323769,0.303323769,0.288284922,0.25728232
0.152472365,0.152472365,0.19727573,0.306000311
0.248185763,0.248185763,0.34858213,0.196455794
0.192427215,0.192427215,0.265802166,0.261163917
0.28040426,0.28040426,0.297779155,0.248070352
0.264040704,0.264040704,0.331662559,0.282276532
0.230909904,0.230909904,0.273929654,0.240467549
-0.013700509,-0.013700509,0.096995892,0.151424261
0.016790261,0.016790261,0.04748608,0.127829081
0.006904015,0.006904015,0.087923507,0.174982572
