Sodium_Baseline_GREEN,Sodium_MaxLigand_GREEN,Sodium_Baseline_GREEN,Sodium_MaxLigand_GREEN
0.034375369,0.034375369,0.161441842,0.227876701
0.017838664,0.017838664,0.170638481,0.133141164
0.009454549,0.009454549,0.147684375,0.231020219
-0.004477455,-0.004477455,0.143164462,0.182292237
0.00054792,0.00054792,0.175813925,0.18849398
0.01749981,0.01749981,0.163217764,0.190213792
0.007949712,0.007949712,0.143925606,0.168337939
-0.006686809,-0.006686809,0.147126885,0.171357924
0.007995153,0.007995153,0.147436015,0.169147114
0.032877409,0.032877409,0.228458128,0.161102809
0.015805944,0.015805944,0.186885324,0.14921242
0.038278161,0.038278161,0.16653423,0.162490893
0.048585119,0.048585119,0.148526986,0.156056539
0.062745307,0.062745307,0.161281842,0.287917055
0.117935154,0.117935154,0.253737499,0.235161948
0.048786628,0.048786628,0.179663592,0.127645998
0.026205431,0.026205431,0.195190151,0.155561056
0.033275161,0.033275161,0.216167563,0.145666108
0.051778372,0.051778372,0.169784911,0.148830165
0.023375311,0.023375311,0.168343984,0.225914361
0.041775584,0.041775584,0.147249974,0.229526867
0.000442641,0.000442641,0.158313773,0.151452811
0.009800821,0.009800821,0.187982518,0.134406335
0.032151819,0.032151819,0.123988922,0.18864144
0.017933838,0.017933838,0.177785997,0.128572925
0.003922466,0.003922466,0.140900778,0.190081238
0.00445948,0.00445948,0.133783525,0.219262217
0.015175542,0.015175542,0.121815387,0.124149182
-0.001147841,-0.001147841,0.14106909,0.162627455
0.028687528,0.028687528,0.169645093,0.19533381
0.009851512,0.009851512,0.184541442,0.185746747
0.021962072,0.021962072,0.153611039,0.160276909
0.023638733,0.023638733,0.163874615,0.179268832
0.021006435,0.021006435,0.171073581,0.192555398
0.044658688,0.044658688,0.142927108,0.194934761
0.01851833,0.01851833,0.197249834,0.221920253
0.441087585,0.441087585,0.47401563,0.136426377
0.473662345,0.473662345,0.412770721,0.200318441
0.60226009,0.60226009,0.524092479,0.11791874
0.459338859,0.459338859,0.491936926,0.192380677
0.337209172,0.337209172,0.310785247,0.277903967
0.317414481,0.317414481,0.282887653,0.249192325
0.196109816,0.196109816,0.195634127,0.334412624
0.291483029,0.291483029,0.367199226,0.293686522
0.131645627,0.131645627,0.258509415,0.357570412
0.249738864,0.249738864,0.283254524,0.331170503
0.181885149,0.181885149,0.242936677,0.258171727
0.073741518,0.073741518,0.27528731,0.321072204
0.251894323,0.251894323,0.320666079,0.156046663
0.224109623,0.224109623,0.1693725,0.302987775
0.28927669,0.28927669,0.232552726,0.2261899
0.260376592,0.260376592,0.261848234,0.293105508
0.309833104,0.309833104,0.312406343,0.354751793
0.193909655,0.193909655,0.277728978,0.339464201
0.209706453,0.209706453,0.346842095,0.352808289
0.22181595,0.22181595,0.239694854,0.336319747
0.398882262,0.398882262,0.339291127,0.207790413
0.298804575,0.298804575,0.187071359,0.197685945
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
0.357790761,0.357790761,0.428455528,0.184953037
NaN,NaN,NaN,NaN
0.317879591,0.317879591,0.445776549,0.175459892
NaN,NaN,NaN,NaN
0.465151632,0.465151632,0.482546456,0.123150428
0.573093149,0.573093149,0.469375863,0.183366372
0.39835682,0.39835682,0.438209223,0.208429476
0.453234779,0.453234779,0.534329929,0.166712525
0.246441102,0.246441102,0.361024525,0.289852637
0.277646801,0.277646801,0.325339303,0.318811295
0.195213898,0.195213898,0.218616507,0.418398997
0.111420348,0.111420348,0.193827245,0.316686193
0.126536129,0.126536129,0.157673825,0.295870686
0.13478531,0.13478531,0.210407198,0.316047269
0.152163242,0.152163242,0.239241546,0.360497238
0.226629596,0.226629596,0.316798232,0.261957418
0.247907821,0.247907821,0.173139734,0.296855988
0.188978229,0.188978229,0.332294192,0.238957654
0.208474849,0.208474849,0.289337829,0.3413023
0.11043929,0.11043929,0.301821095,0.330424784
0.133636953,0.133636953,0.210154823,0.300267119
0.108281835,0.108281835,0.177709768,0.346384863
0.090677777,0.090677777,0.229853996,0.308919348
0.157335082,0.157335082,0.292515538,0.309851337
0.313682693,0.313682693,0.417567591,0.252167377
0.319719785,0.319719785,0.249349434,0.18361976
0.421777392,0.421777392,0.236157656,0.26882929
0.308182091,0.308182091,0.228623118,0.273265017
0.364493785,0.364493785,0.409874888,0.259383556
0.3586763,0.3586763,0.350102012,0.23000483
0.317515081,0.317515081,0.316369952,0.241175663
0.391733289,0.391733289,0.422222963,0.173658523
0.425928535,0.425928535,0.451865087,0.186810501
0.299826081,0.299826081,0.308810784,0.29990723
0.394340443,0.394340443,0.452971318,0.193496459
0.172077171,0.172077171,0.285478668,0.263895477
0.163666738,0.163666738,0.254484504,0.312608827
0.123124461,0.123124461,0.204836547,0.250571257
0.107448518,0.107448518,0.207345478,0.221806956
0.082364835,0.082364835,0.205083659,0.222889812
0.104745914,0.104745914,0.21743553,0.34718674
0.20059769,0.20059769,0.301941824,0.319175421
0.201732572,0.201732572,0.317717229,0.320006039
0.173029635,0.173029635,0.290254539,0.332602185
0.116513312,0.116513312,0.256367032,0.378314688
0.133294626,0.133294626,0.230617438,0.324407719
0.057235742,0.057235742,0.191416702,0.332269031
0.082859564,0.082859564,0.18097352,0.279955783
0.118372436,0.118372436,0.102069002,0.322782835
0.163667091,0.163667091,0.233477765,0.268532603
0.175324194,0.175324194,0.267637359,0.240811805
0.307618608,0.307618608,0.431597267,0.25939778
0.387174091,0.387174091,0.273348812,0.268006401
0.344116154,0.344116154,0.341570714,0.245249497
0.376738329,0.376738329,0.350090462,0.208245162
0.385168697,0.385168697,0.28497452,0.279135746
0.368479058,0.368479058,0.394619652,0.185142677
0.293062872,0.293062872,0.375464088,0.257281278
0.28174898,0.28174898,0.356380459,0.239640761
0.2088982,0.2088982,0.263355202,0.276130383
0.28765541,0.28765541,0.308827057,0.217863366
0.020026759,0.020026759,0.230637487,0.243742735
0.059653928,0.059653928,0.192712525,0.289850443
0.092622818,0.092622818,0.205268919,0.241546939
0.090983082,0.090983082,0.234531871,0.189627828
0.068346825,0.068346825,0.213711632,0.281401045
0.160115729,0.160115729,0.238560686,0.331825749
0.13837777,0.13837777,0.284240084,0.287687738
0.118041297,0.118041297,0.225677239,0.318485124
0.166894701,0.166894701,0.26828314,0.343779946
0.109783176,0.109783176,0.195402108,0.311512399
0.035032915,0.035032915,0.145920507,0.324951875
0.031347368,0.031347368,0.208821345,0.239752314
0.088612324,0.088612324,0.193306949,0.18391899
0.042774695,0.042774695,0.190120783,0.234812394
0.121966352,0.121966352,0.263660662,0.234166467
0.147824468,0.147824468,0.198320871,0.29544156
0.283727471,0.283727471,0.285033298,0.277817747
0.359605133,0.359605133,0.339958359,0.250074915
0.46074091,0.46074091,0.398180889,0.189838655
0.324483365,0.324483365,0.286745817,0.272530899
0.338499897,0.338499897,0.365715798,0.207782616
0.196802988,0.196802988,0.303022959,0.289772767
0.220795657,0.220795657,0.266479009,0.252461959
0.151027128,0.151027128,0.216394017,0.256647721
0.210666762,0.210666762,0.265789676,0.163392198
0.09139481,0.09139481,0.151675744,0.242498289
0.085294557,0.085294557,0.166966837,0.244573984
0.126905998,0.126905998,0.191423484,0.226930848
0.097861332,0.097861332,0.174753995,0.280907935
0.088910339,0.088910339,0.242161166,0.261971129
0.11770515,0.11770515,0.245943535,0.320699271
0.105209931,0.105209931,0.191895734,0.285587604
0.087056815,0.087056815,0.229116773,0.300272152
0.076027218,0.076027218,0.206009764,0.312542877
0.060566194,0.060566194,0.147794252,0.285480618
0.027309152,0.027309152,0.199675554,0.214047135
0.07282283,0.07282283,0.167974792,0.192756766
0.028577547,0.028577547,0.222217561,0.210288952
0.107869016,0.107869016,0.170814933,0.16326421
0.104671345,0.104671345,0.232724411,0.232287264
0.142882829,0.142882829,0.203147639,0.260727287
0.149296315,0.149296315,0.265418447,0.226351126
0.318320818,0.318320818,0.345116979,0.241678073
0.338572455,0.338572455,0.341071841,0.202035226
0.2914906,0.2914906,0.348281112,0.185672496
0.164226718,0.164226718,0.237999851,0.221014745
0.16819337,0.16819337,0.245807753,0.218445812
0.123685643,0.123685643,0.168559979,0.188731096
0.122285362,0.122285362,0.229974256,0.137014786
0.030465538,0.030465538,0.164774469,0.259154804
0.110507987,0.110507987,0.160580576,0.248080347
0.06141786,0.06141786,0.225294166,0.19940346
0.092677278,0.092677278,0.230771061,0.217134224
0.064571741,0.064571741,0.153295584,0.259077638
0.110239384,0.110239384,0.177739027,0.258829282
0.062827692,0.062827692,0.191417004,0.306298355
0.194242678,0.194242678,0.176343639,0.253833224
0.089053164,0.089053164,0.22327345,0.234420592
0.029402082,0.029402082,0.193073406,0.264328224
0.043526547,0.043526547,0.184606736,0.194065251
0.061240013,0.061240013,0.11738797,0.197875154
0.118596141,0.118596141,0.145230091,0.169801314
0.064744012,0.064744012,0.171847992,0.202450008
0.151070754,0.151070754,0.157000621,0.198331777
0.088245136,0.088245136,0.187913945,0.215334591
0.212320758,0.212320758,0.272359062,0.191897054
0.24668325,0.24668325,0.319781715,0.184332441
0.265461256,0.265461256,0.320991855,0.216457561
0.145073156,0.145073156,0.152384096,0.234821127
0.11764929,0.11764929,0.157416191,0.230565037
0.086846571,0.086846571,0.208472607,0.155903706
0.118352304,0.118352304,0.158888542,0.167615306
0.113911009,0.113911009,0.190907784,0.194448579
0.150353018,0.150353018,0.128726313,0.253581017
0.091050716,0.091050716,0.162402945,0.20864796
0.066562216,0.066562216,0.200847026,0.171422282
0.098943386,0.098943386,0.127153783,0.195720082
0.108559616,0.108559616,0.158683096,0.283103878
0.097655829,0.097655829,0.143680478,0.23561377
0.114566158,0.114566158,0.118991547,0.28224325
0.091751717,0.091751717,0.253385721,0.141633585
0.096974186,0.096974186,0.098048123,0.196746291
0.096353974,0.096353974,0.110643289,0.17661841
0.043981612,0.043981612,0.140958718,0.169196689
0.062391132,0.062391132,0.131979573,0.218974129
0.048289629,0.048289629,0.18608376,0.132412722
0.117086685,0.117086685,0.149302223,0.214197249
0.078623596,0.078623596,0.146565258,0.225373597
0.145495194,0.145495194,0.259677023,0.217364511
0.233220082,0.233220082,0.214217785,0.246885609
0.251732075,0.251732075,0.346842485,0.130146409
0.238023576,0.238023576,0.372956952,0.193079958
0.358237368,0.358237368,0.4448195,0.12573479
0.391666411,0.391666411,0.423437016,0.227532577
0.094903638,0.094903638,0.283196028,0.294308238
0.038872517,0.038872517,0.228914049,0.327622709
0.107374718,0.107374718,0.296923561,0.321103476
0.040738081,0.040738081,0.126153185,0.411814347
-0.011699411,-0.011699411,0.143206301,0.321584274
0.003137948,0.003137948,0.183375679,0.396123202
-0.018243824,-0.018243824,0.165462943,0.446946875
-0.002461058,-0.002461058,0.267033921,0.335725141
0.007551622,0.007551622,0.24223355,0.301865508
0.07240283,0.07240283,0.181795272,0.26126049
-0.007549286,-0.007549286,0.202966528,0.379292638
0.046338116,0.046338116,0.21645901,0.383277919
0.057915202,0.057915202,0.156051676,0.38819551
0.004302784,0.004302784,0.115064393,0.330540417
0.016553488,0.016553488,0.145962497,0.415836976
0.023852055,0.023852055,0.130574271,0.404415156
0.132576911,0.132576911,0.165646172,0.29698509
0.074852487,0.074852487,0.257462422,0.256262474
0.029090502,0.029090502,0.317610949,0.256469661
-0.084719205,-0.084719205,0.310027491,0.237671864
0.2577953,0.2577953,0.382070323,0.224087654
-0.227684979,-0.227684979,0.392151751,0.208630264
0.024128364,0.024128364,0.367300773,0.206154456
-0.639646622,-0.639646622,NaN,NaN
0.317582211,0.317582211,0.372525952,0.207987675
0.386305047,0.386305047,0.436523965,0.15558304
0.172269641,0.172269641,0.333142938,0.298575409
0.301912254,0.301912254,0.466677402,0.158830806
0.042221187,0.042221187,0.211691203,0.290452552
0.060399187,0.060399187,0.307433375,0.309078388
-0.009077168,-0.009077168,0.154135867,0.293539341
0.047510164,0.047510164,0.147086264,0.253750414
-0.018288844,-0.018288844,0.148173065,0.250016453
0.003495779,0.003495779,0.15452638,0.267401098
-0.014598283,-0.014598283,0.135312647,0.351096131
0.002145903,0.002145903,0.18968153,0.345589218
0.029848446,0.029848446,0.185339984,0.37819585
0.00359617,0.00359617,0.178242293,0.311210015
0.012997128,0.012997128,0.116355933,0.354899974
-0.030380585,-0.030380585,0.135764196,0.286137308
0.022201041,0.022201041,0.150665009,0.200115046
0.001651458,0.001651458,0.109782538,0.288217846
-0.040093113,-0.040093113,0.07787003,0.289850933
0.016209276,0.016209276,0.109964255,0.370982234
0.165867187,0.165867187,0.223606815,0.373824788
0.148664575,0.148664575,0.330621616,0.220973447
0.108278398,0.108278398,0.284899454,0.256921535
0.156896196,0.156896196,0.288937353,0.247922064
0.247828113,0.247828113,0.291072733,0.242925758
0.223359904,0.223359904,0.360518846,0.211273096
0.127835191,0.127835191,0.338726746,0.197014964
0.259688341,0.259688341,0.37556483,0.271225235
0.146320766,0.146320766,0.301787953,0.308661241
0.148973166,0.148973166,0.226180353,0.295716492
0.142087228,0.142087228,0.33733799,0.231321002
0.00860136,0.00860136,0.182777816,0.282461381
0.057708789,0.057708789,0.163359967,0.303345831
0.019342951,0.019342951,0.1668007,0.253911009
0.003451993,0.003451993,0.123677597,0.239192133
0.019047598,0.019047598,0.13427277,0.284588544
-0.006303318,-0.006303318,0.132968907,0.285638733
0.00287015,0.00287015,0.195804211,0.259615532
0.064678231,0.064678231,0.169117747,0.305755429
0.033409143,0.033409143,0.170801799,0.351864111
0.003011246,0.003011246,0.111015644,0.319288257
0.032020517,0.032020517,0.115109798,0.263045349
0.038153391,0.038153391,0.178292889,0.291122177
-0.004296284,-0.004296284,0.116194065,0.217483408
0.015876194,0.015876194,0.109088422,0.19117917
-0.021171665,-0.021171665,0.143543367,0.303077277
0.032485151,0.032485151,0.125544811,0.314932641
0.16881149,0.16881149,0.300408926,0.330808706
0.27316212,0.27316212,0.266261704,0.254753273
0.189147104,0.189147104,0.283073377,0.301558804
0.250478513,0.250478513,0.287207465,0.233142505
0.275694261,0.275694261,0.303215069,0.231751051
0.253220028,0.253220028,0.322431102,0.262237416
0.136391039,0.136391039,0.240059459,0.376090621
0.106548116,0.106548116,0.222455849,0.323766376
0.11222102,0.11222102,0.201007867,0.265739182
0.12869419,0.12869419,0.213675385,0.227979116
0.003047229,0.003047229,0.193501578,0.282785595
0.008625348,0.008625348,0.136652501,0.226324552
0.05940161,0.05940161,0.168540668,0.163881049
0.022885543,0.022885543,0.136745962,0.199536033
0.034455972,0.034455972,0.143238233,0.234580663
0.004355532,0.004355532,0.153712944,0.239261156
0.066854339,0.066854339,0.154232406,0.25900986
0.037780534,0.037780534,0.106415111,0.336143577
0.043105985,0.043105985,0.183017796,0.344521937
-0.002023258,-0.002023258,0.123916145,0.276816935
0.01960891,0.01960891,0.094319138,0.264598138
-0.024508161,-0.024508161,0.139556533,0.256670888
0.005122572,0.005122572,0.143880253,0.19672382
-0.005089538,-0.005089538,0.126372254,0.196504918
0.028297539,0.028297539,0.126396698,0.232433417
0.061715371,0.061715371,0.156027572,0.29812647
0.092627082,0.092627082,0.206594882,0.330959306
0.134466893,0.134466893,0.243053865,0.276207796
0.204576328,0.204576328,0.370948131,0.218021732
0.186825828,0.186825828,0.290393839,0.248031909
0.203801256,0.203801256,0.316078284,0.260390175
0.099185357,0.099185357,0.213799382,0.328503525
0.105169044,0.105169044,0.19121007,0.245744059
0.059488624,0.059488624,0.165754372,0.23922452
0.063065494,0.063065494,0.227415626,0.189451528
-0.029958544,-0.029958544,0.140978605,0.302813372
0.021193562,0.021193562,0.143498314,0.19074673
0.005551052,0.005551052,0.124898974,0.196080016
0.026373725,0.026373725,0.124094704,0.187174559
0.040003907,0.040003907,0.182716742,0.192106849
0.04880182,0.04880182,0.151512787,0.229948934
0.04427224,0.04427224,0.140685949,0.272151833
0.008901497,0.008901497,0.178913647,0.243589869
0.007425725,0.007425725,0.191429296,0.225536885
0.009858701,0.009858701,0.160465937,0.308752965
-0.013206686,-0.013206686,0.070331183,0.249006342
0.0105952,0.0105952,0.174987823,0.216590626
-0.017835141,-0.017835141,0.065473009,0.226355
-0.013349764,-0.013349764,0.242531486,0.081364071
0.030923576,0.030923576,0.161070663,0.246341151
0.047488312,0.047488312,0.193902585,0.227238909
0.062032372,0.062032372,0.158786066,0.254368559
0.19418974,0.19418974,0.330623672,0.225488708
0.16632518,0.16632518,0.227244681,0.294822746
0.190694465,0.190694465,0.299312624,0.279249018
0.052785679,0.052785679,0.192753007,0.256312964
0.112287954,0.112287954,0.185630068,0.202388366
0.052149679,0.052149679,0.176360689,0.141149468
0.062085851,0.062085851,0.161926243,0.190726791
0.067670779,0.067670779,0.152903397,0.201956291
-0.010643644,-0.010643644,0.160372505,0.220066354
0.005993896,0.005993896,0.158690136,0.166773636
0.041456239,0.041456239,0.13846222,0.253917568
0.032748387,0.032748387,0.165110095,0.231230047
0.067310126,0.067310126,0.142806188,0.25875924
-0.009285173,-0.009285173,0.114224515,0.227906309
0.033581938,0.033581938,0.125370441,0.240561961
0.030316982,0.030316982,0.132457465,0.24325769
0.035095704,0.035095704,0.115965234,0.18533335
0.038816021,0.038816021,0.138944422,0.150277482
-0.005163689,-0.005163689,0.141018208,0.205647235
0.042041376,0.042041376,0.125224545,0.160294512
0.032431934,0.032431934,0.155112969,0.148188631
0.039941391,0.039941391,0.202473734,0.171593461
0.017204983,0.017204983,0.130031756,0.185039031
0.107807188,0.107807188,0.185759443,0.241778604
0.085156817,0.085156817,0.224762731,0.280821717
0.159667193,0.159667193,0.252667637,0.312112168
0.038393312,0.038393312,0.166120167,0.244801851
0.068725495,0.068725495,0.121743069,0.186500228
0.066532097,0.066532097,0.182219809,0.150178311
0.079299355,0.079299355,0.180014915,0.17257444
0.040507703,0.040507703,0.160027474,0.240554927
0.016412626,0.016412626,0.219456117,0.164950772
0.013103947,0.013103947,0.168259679,0.184676734
0.030807216,0.030807216,0.128350745,0.28237475
0.020678226,0.020678226,0.145607181,0.171790662
0.019021119,0.019021119,0.121086722,0.236583492
0.040095913,0.040095913,0.102414821,0.200480812
-0.001648122,-0.001648122,0.153946195,0.193840827
0.004860972,0.004860972,0.138279687,0.205290184
-0.002379151,-0.002379151,0.125005893,0.206211889
0.046660203,0.046660203,0.103987976,0.229353192
0.048845146,0.048845146,0.124338908,0.198174548
0.024679893,0.024679893,0.130167061,0.210110475
0.01549218,0.01549218,0.16208687,0.176242261
0.014014156,0.014014156,0.123190897,0.192107242
0.051654589,0.051654589,0.147953983,0.205194181
0.013012835,0.013012835,0.143968578,0.254589298
0.138861739,0.138861739,0.221490091,0.281185624
